symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
XOM,0002115436,current,2026-06-30,USD,165.23,2026-09-10,4111911960,2026-06-30,,,,,,,,259380000000,32229000000,10588000000,679411213151.0,701052213151.0,,,,,2.6194,,,,,,,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,no clean TTM net_income: fewer than four non-overlapping quarters (2 quarters); no clean TTM revenue: fewer than four non-overlapping quarters (2 quarters); prices-only refresh from fyn_energy_current_20260810.csv
CVX,0000093410,current,2026-06-30,USD,212.76,2026-09-10,1975771274,2026-06-30,20592000000.0,208711000000.0,,,23555000000.0,45321000000.0,18309000000.0,189883000000,39781000000,9582000000,420365096256.0,450564096256.0,,27012000000.0,20.414,2.0141,2.2138,,0.064258,0.0987,,0.1117,0.4971,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260810.csv
COP,0001163165,current,2026-06-30,USD,137.04,2026-09-10,1201337479,2026-06-30,9282000000.0,56312000000.0,,,11805000000.0,21925000000.0,,65349000000,22828000000,6574000000,164631288122.0,180885288122.0,,,17.7366,2.9236,2.5193,,,0.1648,,0.0924,0.0106,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260810.csv
EOG,0000821189,current,2026-06-30,USD,147.46,2026-09-10,524529176,2026-07-28,6876000000.0,27026000000.0,,8905000000.0,4847000000.0,13358000000.0,,31864000000,,4907000000,77347072293.0,72440072293.0,13752000000.0,,11.2488,2.862,2.4274,5.2676,,0.2544,,0.1907,0.1996,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260810.csv
SLB,0000087347,current,2026-06-30,USD,56.01,2026-09-10,1484143231,2026-06-30,3101000000.0,36366000000.0,,,2767000000.0,6533000000.0,1727000000.0,26074000000,,,83126862368.0,83126862368.0,,4806000000.0,26.8065,2.2858,3.1881,,0.057815,0.0853,,0.025,-0.2422,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260810.csv
BASKET_AVG,,current,2026-09-10,USD,,,,,,,,,,,,,,,,,,,19.0753,2.5739,2.5193,5.2676,0.061036,0.13175,,0.10205,0.1051,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
