symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
LLY,0000059478,current,2026-03-31,USD,1188.58,2026-07-10,941741406,2026-04-27,25276700000.0,72249500000.0,,,2043000000.0,20480000000.0,,31198000000,42503000000,5282000000,1119335000343.0,1156556000343.0,,,44.2833,15.4926,35.8784,,,0.3499,,0.4744,1.2759,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_drugs_current_20260620.csv
JNJ,0000200406,current,2026-03-29,USD,256.98,2026-07-10,2407216971,2026-04-17,21040000000.0,96362000000.0,65357000000.0,,7735000000.0,22870000000.0,5086000000.0,81186000000,41438000000,21688000000,618606617208.0,638356617208.0,,17784000000.0,29.4015,6.4196,7.6196,,0.028748,0.2183,0.6782,0.0787,-0.0353,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_drugs_current_20260620.csv
MRK,0000310158,current,2026-03-31,USD,123.54,2026-07-10,2469824415,2026-04-30,8935000000.0,65768000000.0,,,,17890000000.0,3775000000.0,45878000000,49100000000,5327000000,305122108229.0,348895108229.0,,14115000000.0,34.1491,4.6394,6.6507,,0.04626,0.1359,,0.0289,-0.4875,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_drugs_current_20260620.csv
ABBV,0001551152,current,2026-03-31,USD,248.08,2026-07-10,1766792821,2026-04-28,3635000000.0,62819000000.0,42320000000.0,15332000000.0,,21224000000.0,1244000000.0,-6656000000,64532000000,9391000000,438305963034.0,493446963034.0,,19980000000.0,120.5794,6.9773,-65.8513,,0.045585,0.0579,0.6737,0.095,-0.1335,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_drugs_current_20260620.csv
PFE,0000078003,current,2026-03-29,USD,24.17,2026-07-10,5699444169,2026-04-29,7490000000.0,63315000000.0,,,6587000000.0,11984000000.0,2501000000.0,90101000000,,1703000000,137755565565.0,136052565565.0,,9483000000.0,18.3919,2.1757,1.5289,,0.068839,0.1183,,0.0136,-0.0499,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_drugs_current_20260620.csv
BASKET_AVG,,current,2026-07-10,USD,,,,,,,,,,,,,,,,,,,34.1491,6.4196,7.13515,,0.045923,0.1359,0.67595,0.0787,-0.0499,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
