metric,value,n_companies,n_observations,status,comment
pe,12.0619,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,1.3393,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,1.7644,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,4.9277,1,1,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.060987,3,3,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.1162,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.025,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10
earnings_growth_yoy,-0.0987,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10
