symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2026-03-28,USD,293.32,2026-05-08,14687356000,2026-04-17,122575000000.0,451442000000.0,216071000000.0,147366000000.0,12610000000.0,140222000000.0,11048000000.0,106491000000,82700000000,45572000000,4308095261920.0,4345223261920.0,159976000000.0,129174000000.0,35.1466,9.543,40.455,27.1617,0.029984,0.2715,0.4786,0.1276,0.2598,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
MSFT,0000789019,current,2026-03-31,USD,415.12,2026-05-08,7428434704,2026-04-23,125216000000.0,318273000000.0,217410000000.0,148957000000.0,,170141000000.0,97225000000.0,414367000000,40262000000,32105000000,3083691814324.0,3091848814324.0,,72916000000.0,24.627,9.6888,7.4419,,0.023646,0.3934,0.6831,0.1787,0.2958,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
GOOG,0001652044,current,2026-03-31,USD,397.05,2026-05-08,12116000000,2026-03-31,160208000000.0,422499000000.0,,138129000000.0,,174353000000.0,109924000000.0,478746000000,49085000000,38063000000,4810657800000.0,4821679800000.0,,64429000000.0,30.0276,11.3862,10.0485,,0.013393,0.3792,,0.1745,0.4434,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
META,0001326801,current,2026-03-31,USD,609.63,2026-05-08,2564000000,2026-03-31,70587000000.0,214962000000.0,,88593000000.0,20715000000.0,124000000000.0,75747000000.0,243681000000,58744000000,23426000000,1563091320000.0,1598409320000.0,109308000000.0,48253000000.0,22.1442,7.2715,6.4145,14.623,0.03087,0.3284,,0.2618,0.0593,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
ADBE,0000796343,current,2026-02-27,USD,253.04,2026-05-08,404200000,2026-03-20,7208000000.0,24453000000.0,21860000000.0,8961000000.0,775000000.0,10507000000.0,190000000.0,11433000000,5379000000,6332000000,102278768000.0,101325768000.0,9736000000.0,10317000000.0,14.1896,4.1827,8.9459,10.4073,0.100871,0.2948,0.894,0.1096,0.0677,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
CRM,0001108524,current,2026-01-31,USD,181.82,2026-05-08,923000000,2026-02-25,7457000000.0,41525000000.0,32255000000.0,8331000000.0,1200000000.0,14996000000.0,594000000.0,59142000000,14439000000,7327000000,167819860000.0,174931860000.0,9531000000.0,14402000000.0,22.505,4.0414,2.8376,18.354,0.085818,0.1796,0.7768,0.0958,0.2033,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
NOW,0001373715,current,2026-03-31,USD,91.18,2026-05-08,1031000000,2026-03-31,1757000000.0,13960000000.0,10688000000.0,1876000000.0,836000000.0,5437000000.0,804000000.0,11728000000,,2702000000,94006580000.0,91304580000.0,2712000000.0,4633000000.0,53.504,6.734,8.0156,33.6669,0.049284,0.1259,0.7656,0.2172,0.1424,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
ACN,0001467373,current,2026-02-28,USD,180.42,2026-05-08,624584101,2026-02-28,7648264000.0,72110322000.0,,10399718000.0,,13080248000.0,583289000.0,31210676000,5030322000,9399183000,112687463502.0,108318602502.0,,12496959000.0,14.7337,1.5627,3.6105,,0.110899,0.1061,,0.0727,-0.0046,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
IBM,0000051143,current,2026-03-31,USD,229.76,2026-05-08,939885280,2026-03-31,10754000000.0,68911000000.0,40215000000.0,,,13992000000.0,1079000000.0,32974000000,57706000000,10819000000,215948041933.0,262835041933.0,,12913000000.0,20.0807,3.1337,6.549,,0.059797,0.1561,0.5836,0.0967,0.9649,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
BASKET_AVG,,current,2026-05-10,USD,,,,,,,,,,,,,,,,,,,22.505,6.734,7.4419,18.354,0.049284,0.2715,0.72435,0.1276,0.2033,Twelve Data latest close,current TTM basket median filed<=2026-05-10,aggregate,median over current company observations with valid values
