symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
ABT,0000001800,current,2026-03-31,USD,84.32,2026-05-08,1741812429,2026-03-31,6276000000.0,45134000000.0,,7705000000.0,,9464000000.0,2086000000.0,52061000000,12929000000,6803000000,146869624013.0,152995624013.0,,7378000000.0,23.4018,3.2541,2.8211,,0.050235,0.1391,,0.0659,-0.5352,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
ISRG,0001035267,current,2026-03-31,USD,450.06,2026-05-08,354162842,2026-04-15,2979100000.0,10582100000.0,7015100000.0,3222700000.0,,3360800000.0,526500000.0,17474500000,,2006500000,159394528671.0,157388028671.0,,2834300000.0,53.5043,15.0627,9.1216,,0.017782,0.2815,0.6629,0.2143,0.2031,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
SYK,0000310764,current,2025-12-31,USD,285.47,2026-05-08,382688675,2026-01-31,3246000000.0,25116000000.0,16065000000.0,4889000000.0,1570000000.0,5044000000.0,761000000.0,22420000000,15859000000,4011000000,109246136052.0,121094136052.0,6459000000.0,4283000000.0,33.6556,4.3497,4.8727,18.7481,0.039205,0.1292,0.6396,0.1116,0.0845,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
MDT,0001613103,current,2026-01-23,USD,76.15,2026-05-08,1283884964,2026-02-18,4627000000.0,35483000000.0,,6031000000.0,3082000000.0,7285000000.0,1875000000.0,48985000000,27880000000,1147000000,97767840009.0,124500840009.0,9113000000.0,5410000000.0,21.1299,2.7553,1.9959,13.6619,0.055335,0.1304,,0.0688,0.0823,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
BSX,0000885725,current,2026-03-31,USD,53.93,2026-05-08,1486355179,2026-04-29,3559000000.0,20615000000.0,14259000000.0,3793000000.0,1394000000.0,4341000000.0,866000000.0,25864000000,10988000000,1453000000,80159134803.0,89694134803.0,5187000000.0,3475000000.0,22.5229,3.8884,3.0993,17.2921,0.043351,0.1726,0.6917,0.1744,0.7584,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
TMO,0000097745,current,2026-03-28,USD,465.0,2026-05-08,371621465,2026-03-28,6865000000.0,45197000000.0,,7893000000.0,,8287000000.0,1539000000.0,51934000000,40071000000,3254000000,172803981225.0,209620981225.0,,6748000000.0,25.1717,3.8234,3.3274,,0.03905,0.1519,,0.0536,0.0532,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
ALGN,0001097149,current,2026-03-31,USD,168.78,2026-05-08,71618127,2026-05-01,429541000.0,4095789000.0,2767492000.0,556610000.0,254836000.0,691589000.0,107941000.0,4149419000,,1059834000,12087707475.0,11027873475.0,811446000.0,583648000.0,28.141,2.9513,2.9131,13.5904,0.048284,0.1049,0.6757,0.0289,0.0497,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
BASKET_AVG,,current,2026-05-10,USD,,,,,,,,,,,,,,,,,,,25.1717,3.8234,3.0993,15.477,0.043351,0.1391,0.6693,0.0688,0.0823,Twelve Data latest close,current TTM basket median filed<=2026-05-10,aggregate,median over current company observations with valid values
