symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2024-12-28,USD,190.42,2025-04-10,15022073000,2025-01-17,96150000000.0,395760000000.0,184103000000.0,125675000000.0,11677000000.0,108294000000.0,9995000000.0,66758000000,94800000000,30299000000,2860503140660.0,2925004140660.0,137352000000.0,98299000000.0,29.7504,7.2279,42.8488,21.2957,0.034364,0.243,0.4652,0.0261,-0.0472,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
MSFT,0000789019,current,2024-12-31,USD,381.35,2025-04-10,7433982235,2025-01-23,92750000000.0,261802000000.0,181715000000.0,117711000000.0,,125583000000.0,55552000000.0,302695000000,44970000000,17482000000,2834949125317.0,2862437125317.0,,70031000000.0,30.5655,10.8286,9.3657,,0.024703,0.3543,0.6941,0.1504,0.1237,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
GOOG,0001652044,current,2024-12-31,USD,155.37,2025-04-10,12211000000,2024-12-31,100118000000.0,350018000000.0,,112390000000.0,,125299000000.0,52535000000.0,325084000000,10883000000,23466000000,1897223070000.0,1884640070000.0,,72764000000.0,18.9499,5.4204,5.8361,,0.038353,0.286,,0.1387,0.3567,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
META,0001326801,current,2024-12-31,USD,546.29,2025-04-10,2614000000,2024-12-31,62360000000.0,164500000000.0,,69379000000.0,15498000000.0,91328000000.0,37256000000.0,182637000000,28826000000,43889000000,1428002060000.0,1412939060000.0,84877000000.0,54072000000.0,22.8993,8.6809,7.8188,16.6469,0.037865,0.3791,,0.2194,0.595,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
ADBE,0000796343,current,2025-02-28,USD,350.05,2025-04-10,426200000,2025-03-21,6751000000.0,22037000000.0,19647000000.0,7997000000.0,862000000.0,9364000000.0,172000000.0,13095000000,6155000000,6758000000,149191310000.0,148588310000.0,8859000000.0,9192000000.0,22.0991,6.77,11.393,16.7726,0.061612,0.3063,0.8915,0.1054,0.4062,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
CRM,0001108524,current,2025-01-31,USD,255.12,2025-04-10,961000000,2025-02-28,6197000000.0,37895000000.0,29252000000.0,7205000000.0,1000000000.0,13092000000.0,658000000.0,61173000000,8433000000,8848000000,245170320000.0,244755320000.0,8205000000.0,12434000000.0,39.5627,6.4697,4.0078,29.83,0.050716,0.1635,0.7719,0.0872,0.4983,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
NOW,0001373715,current,2024-12-31,USD,156.698,2025-04-10,206000000,2025-01-23,1425000000.0,10984000000.0,8697000000.0,1364000000.0,564000000.0,4267000000.0,852000000.0,9609000000,,2304000000,32279788000.0,29975788000.0,1928000000.0,3415000000.0,22.6525,2.9388,3.3593,15.5476,0.105794,0.1297,0.7918,0.2244,-0.1768,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
ACN,0001467373,current,2025-02-28,USD,285.22,2025-04-10,634543212,2025-02-28,7683453000.0,67221493000.0,,10177724000.0,,10407319000.0,660770000.0,29246053000,5042111000,8490438000,180984414927.0,177536087927.0,,9746549000.0,23.5551,2.6924,6.1883,,0.053853,0.1143,,0.041,0.0928,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
IBM,0000051143,current,2024-12-31,USD,229.55,2025-04-10,927264332,2025-02-10,6023000000.0,62754000000.0,35551000000.0,,,13445000000.0,1048000000.0,27307000000,49884000000,13947000000,212853527411.0,248790527411.0,,12397000000.0,35.3401,3.3919,7.7948,,0.058242,0.096,0.5665,0.0145,-0.1971,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
BASKET_AVG,,current,2025-04-10,USD,,,,,,,,,,,,,,,,,,,23.5551,6.4697,7.7948,16.7726,0.050716,0.243,0.733,0.1054,0.1237,Twelve Data latest close,current TTM basket median filed<=2025-04-10,aggregate,median over current company observations with valid values
