symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
NFLX,0001065280,current,2026-06-30,USD,76.01,2026-09-10,4163939676,2026-06-30,13649441000.0,48370764000.0,,14354517000.0,372414000.0,11970833000.0,818828000.0,30152052000,,9099232000,316501054773.0,307401822773.0,14726931000.0,11152005000.0,23.1878,6.5432,10.4968,20.8734,0.035235,0.2822,,0.1602,0.3319,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
DIS,0001744489,current,2026-06-27,USD,105.82,2026-09-10,1726686902,2026-07-29,8600000000.0,98861000000.0,,18238000000.0,5529000000.0,16989000000.0,8696000000.0,110032000000,42026000000,5185000000,182718007970.0,219559007970.0,23767000000.0,8293000000.0,21.2463,1.8482,1.6606,9.238,0.045387,0.087,,0.0458,-0.2555,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
CMCSA,0001166691,current,2026-06-30,USD,25.17,2026-09-10,3593000000,2026-06-30,10902000000.0,124905000000.0,,18317000000.0,15760000000.0,32517000000.0,12073000000.0,89763000000,84264000000,7661000000,90435810000.0,167038810000.0,34077000000.0,20444000000.0,8.2953,0.724,1.0075,4.9018,0.226061,0.0873,,0.0058,-0.5179,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
VZ,0000732712,current,2026-06-30,USD,49.97,2026-09-10,4154775202,2026-06-30,16606000000.0,138895000000.0,,28530000000.0,19037000000.0,38799000000.0,,105196000000,143448000000,1752000000,207614116844.0,349310116844.0,47567000000.0,,12.5024,1.4948,1.9736,7.3435,,0.1196,,0.0138,-0.1089,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
T,0000732717,current,2026-06-30,USD,25.55,2026-09-10,6852385650,2026-07-16,21558000000.0,127239000000.0,,25603000000.0,20377000000.0,39868000000.0,22245000000.0,126434000000,134631000000,17570000000,175078453358.0,292139453358.0,45980000000.0,17623000000.0,8.1213,1.376,1.3847,6.3536,0.100658,0.1694,,0.0263,0.6899,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
TMUS,0001283699,current,2026-06-30,USD,177.16,2026-09-10,1072671613,2026-07-17,10560000000.0,92189000000.0,,18253000000.0,14415000000.0,28833000000.0,10434000000.0,56265000000,86282000000,2825000000,190034502959.0,273491502959.0,32668000000.0,18399000000.0,17.9957,2.0614,3.3775,8.3718,0.096819,0.1145,,0.0968,-0.1355,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
SPOT,0001639920,current,,EUR,521.73,2026-09-10,205832527,2025-12-31,,,,,,,,8329000000,,5258000000,107389004312.0,102131004312.0,,,,,,,,,,,,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-09-10,missing,no clean TTM net_income: no quarterly/YTD facts filed<=as_of (0 quarters); no clean TTM revenue: no quarterly/YTD facts filed<=as_of (0 quarters); price-based ratios suppressed: SEC entityType=other (foreign/ADR entity not in US-only price basket)
CHTR,0001091667,current,2026-06-30,USD,140.56,2026-09-10,123969262,2026-06-30,5124000000.0,54396000000.0,,12663000000.0,8762000000.0,16470000000.0,12112000000.0,16952000000,93959000000,509000000,17425119467.0,110875119467.0,21425000000.0,4358000000.0,3.4007,0.3203,1.0279,5.175,0.250099,0.0942,,-0.015,-0.0609,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_telecom_current_20260810.csv
BASKET_AVG,,current,2026-09-10,USD,,,,,,,,,,,,,,,,,,,12.5024,1.4948,1.6606,7.3435,0.098739,0.1145,,0.0263,-0.1089,current EOD close,current TTM basket median; refresh_mode=incremental,aggregate,median over current company observations; refresh_mode=incremental
