symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
WMT,0000104169,current,2025-04-30,USD,103.73,2025-08-08,7980418164,2025-06-04,18819000000.0,678581000000.0,,29642000000.0,13214000000.0,37605000000.0,24093000000.0,83793000000,40605000000,9311000000,827808776152.0,859102776152.0,42856000000.0,13512000000.0,43.9879,1.2199,9.8792,20.0463,0.016323,0.0277,,0.0415,-0.0149,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
COST,0000909832,current,2025-05-11,USD,980.98,2025-08-08,443477086,2025-05-28,7843000000.0,268776000000.0,,10084000000.0,2358000000.0,12426000000.0,5109000000.0,27125000000,,13836000000,435042151824.0,421206151824.0,12442000000.0,7317000000.0,55.4688,1.6186,16.0384,33.8536,0.016819,0.0292,,0.0594,0.0934,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
KO,0000021344,current,2025-06-27,USD,70.34,2025-08-08,4303667252,2025-07-22,12183000000.0,47062000000.0,28908000000.0,13158000000.0,1090000000.0,1301000000.0,2023000000.0,28585000000,44976000000,9590000000,302719954506.0,338105954506.0,14248000000.0,-722000000.0,24.8477,6.4324,10.5902,23.7301,-0.002385,0.2589,0.6143,0.0128,0.1442,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
PEP,0000077476,current,2025-06-14,USD,145.21,2025-08-08,1369077204,2025-07-10,7550000000.0,91748000000.0,49941000000.0,10494000000.0,3252000000.0,12188000000.0,5124000000.0,18418000000,39328000000,7631000000,198803700793.0,230500700793.0,13746000000.0,7064000000.0,26.3316,2.1668,10.794,16.7686,0.035533,0.0823,0.5443,-0.0033,-0.2068,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
MDLZ,0001103982,current,2025-06-30,USD,61.83,2025-08-08,1293945412,2025-07-24,3641000000.0,37105000000.0,12077000000.0,4616000000.0,1329000000.0,4164000000.0,1303000000.0,26193000000,18116000000,1587000000,80004644824.0,96533644824.0,5945000000.0,2861000000.0,21.9733,2.1562,3.0544,16.2378,0.03576,0.0981,0.3255,0.0314,-0.0775,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
HSY,0000047111,current,2025-06-29,USD,184.27,2025-08-08,202383069,2024-12-31,1529814000.0,11295171000.0,4531602000.0,2114343000.0,480467000.0,2145754000.0,493100000.0,4514618000,5176436000,912345000,37293128125.0,41557219125.0,2594810000.0,1652654000.0,24.3776,3.3017,8.2605,16.0155,0.044315,0.1354,0.4012,0.0255,-0.1713,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
MNST,0000865752,current,2025-06-30,USD,64.69,2025-08-08,976428189,2025-07-31,1573417000.0,7659165000.0,4226619000.0,2062507000.0,92926000.0,2053716000.0,198722000.0,7191304000,199059000,1926927000,63165139546.0,61437271546.0,2155433000.0,1854994000.0,40.1452,8.247,8.7835,28.5034,0.029367,0.2054,0.5518,0.037,-0.0674,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
BASKET_AVG,,current,2025-08-10,USD,,,,,,,,,,,,,,,,,,,26.3316,2.1668,9.8792,20.0463,0.03245,0.0981,0.5443,0.0314,-0.0674,Twelve Data latest close,current TTM basket median filed<=2025-08-10,aggregate,median over current company observations with valid values
