metric,value,n_companies,n_observations,status,comment
pe,19.0753,4,4,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,2.5739,4,4,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.5193,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,5.2676,1,1,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.061036,2,2,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.13175,4,4,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.10205,4,4,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental
earnings_growth_yoy,0.1051,4,4,ok,MEDIAN current TTM snapshot as of 2026-09-11; refresh_mode=incremental
