metric,value,n_companies,n_observations,status,comment
pe,44.5761,6,6,ok,"MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: ASML, TSM"
ps,10.4264,6,6,ok,"MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: ASML, TSM"
pb,8.7202,6,6,ok,"MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: ASML, TSM"
ev_ebitda,15.9307,3,3,ok,"MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: ASML, TSM"
fcf_yield,0.014493,6,6,ok,"MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: ASML, TSM"
net_margin,0.26025,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10
gross_margin,0.5748,5,5,ok,MEDIAN current TTM snapshot as of 2025-11-10
revenue_growth_yoy,0.2992,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10
earnings_growth_yoy,0.7221,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10
