symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
WELL,0000766704,current,2012-09-30,USD,235.71,2026-09-10,,,,,,,2221751000.0,,,,,,,,,,,,,,,,,,,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",missing,no shares fact filed/end<=as_of across current fallbacks (dei:EntityCommonStockSharesOutstanding has no shares unit; us-gaap:CommonStockSharesOutstanding has no shares unit; us-gaap:WeightedAverageNumberOfDilutedSharesOutstanding has no shares unit; us-gaap:WeightedAverageNumberOfSharesOutstandingBasic has no shares unit); no clean TTM net_income: latest TTM quarter is stale (8 quarters); no clean TTM revenue: no quarterly/YTD facts filed<=as_of (0 quarters); no non-stale equity instant filed<=as_of; prices-only refresh from fyn_reit_current_20260810.csv
PLD,0001045609,current,2026-03-31,USD,134.41,2026-09-10,932338000,2026-04-28,3907755000.0,8948185000.0,,4690506000.0,2705476000.0,5135817000.0,,53503401000,34669592000,861144000,125315550580.0,159123998580.0,7395982000.0,,32.0684,14.0046,2.3422,21.5149,,0.4367,,0.0672,-0.0006,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_reit_current_20260810.csv
EQIX,0001101239,current,2026-06-30,USD,1023.81,2026-09-10,98671686,2026-07-28,1533000000.0,9805000000.0,,2138000000.0,2164000000.0,3942000000.0,4817000000.0,14382000000,19873000000,979000000,101021058844.0,119915058844.0,4302000000.0,-875000000.0,65.8976,10.303,7.0241,27.8743,-0.008662,0.1563,,0.0964,0.5423,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_reit_current_20260810.csv
AMT,0001053507,current,2026-06-30,USD,172.98,2026-09-10,465960048,2026-07-21,3515400000.0,893400000.0,,4902000000.0,2071400000.0,5774900000.0,1815100000.0,3719700000,31963100000,1762500000,80601769103.0,110802369103.0,6973400000.0,3959800000.0,22.9282,90.2191,21.6689,15.8893,0.049128,3.9349,,-0.7215,1.6447,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_reit_current_20260810.csv
O,0000726728,current,2026-06-30,USD,59.57,2026-09-10,946218033,2026-07-30,1303304000.0,6054932000.0,,,2542368000.0,4166154000.0,,39549557000,,552648000,56366208226.0,55813560226.0,,,43.2487,9.3091,1.4252,,,0.2152,,0.1085,0.4173,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_reit_current_20260810.csv
DLR,0001297996,current,2026-03-31,USD,185.37,2026-09-10,351406070,2026-04-29,1382465000.0,6340228000.0,,730548000.0,1951138000.0,2545472000.0,,23368753000,,2426631000,65140143196.0,62713512196.0,2681686000.0,,47.1188,10.2741,2.7875,23.3859,,0.218,,0.1259,2.3169,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_reit_current_20260810.csv
VICI,0001705696,current,2026-06-30,USD,24.73,2026-09-10,1101077562,2026-07-28,2779282000.0,4097604000.0,,,,2638275000.0,,29170749000,16931155000,288063000,27229648108.0,43872740108.0,,,9.7974,6.6453,0.9335,,,0.6783,,0.0436,0.0052,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_reit_current_20260810.csv
BASKET_AVG,,current,2026-09-10,USD,,,,,,,,,,,,,,,,,,,37.65855,10.28855,2.56485,22.4504,0.049128,0.32735,,0.0818,0.4798,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
