symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-09-27,USD,269.43,2025-11-10,14776353000,2025-10-17,112010000000.0,416161000000.0,195201000000.0,133050000000.0,11698000000.0,111482000000.0,12715000000.0,73733000000,90678000000,35934000000,3981192788790.0,4035936788790.0,144748000000.0,98767000000.0,35.5432,9.5665,53.9947,27.8825,0.024808,0.2692,0.4691,0.0643,0.195,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
MSFT,0000789019,current,2025-09-30,USD,506.0,2025-11-10,7432377655,2025-10-23,104912000000.0,293812000000.0,202037000000.0,135937000000.0,,147039000000.0,69022000000.0,363076000000,43208000000,28849000000,3760783093430.0,3775142093430.0,,78017000000.0,35.847,12.8,10.3581,,0.020745,0.3571,0.6876,0.1559,0.1591,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
GOOG,0001652044,current,2025-09-30,USD,290.59,2025-11-10,12077000000,2025-09-30,124251000000.0,385477000000.0,,124077000000.0,,151424000000.0,77872000000.0,386867000000,10886000000,23090000000,3509455430000.0,3497251430000.0,,73552000000.0,28.2449,9.1042,9.0715,,0.020958,0.3223,,0.1342,0.318,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
META,0001326801,current,2025-09-30,USD,631.76,2025-11-10,2578000000,2025-09-30,58528000000.0,189457000000.0,,81895000000.0,17665000000.0,107574000000.0,62733000000.0,194066000000,28826000000,10187000000,1628677280000.0,1647316280000.0,99560000000.0,44841000000.0,27.8273,8.5966,8.3924,16.546,0.027532,0.3089,,0.2127,0.0538,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
ADBE,0000796343,current,2025-08-29,USD,328.85,2025-11-10,418600000,2025-09-19,6957000000.0,23181000000.0,20663000000.0,8402000000.0,852000000.0,9792000000.0,193000000.0,11770000000,6200000000,4982000000,137656610000.0,138874610000.0,9254000000.0,9599000000.0,19.7868,5.9383,11.6955,15.007,0.069731,0.3001,0.8914,0.1067,0.2979,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
CRM,0001108524,current,2025-07-31,USD,241.71,2025-11-10,952000000,2025-08-28,6663000000.0,39502000000.0,30673000000.0,7987000000.0,874000000.0,13169000000.0,672000000.0,61328000000,8436000000,10365000000,230107920000.0,228178920000.0,8861000000.0,12497000000.0,34.5352,5.8252,3.7521,25.7509,0.054309,0.1687,0.7765,0.0833,0.1831,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
NOW,0001373715,current,2025-09-30,USD,173.26,2025-11-10,208000000,2025-09-30,1731000000.0,12667000000.0,9887000000.0,1755000000.0,680000000.0,4841000000.0,883000000.0,11301000000,,2725000000,36038080000.0,33313080000.0,2435000000.0,3958000000.0,20.8192,2.845,3.1889,13.6809,0.109828,0.1367,0.7805,0.2105,0.2957,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
ACN,0001467373,current,2025-08-31,USD,244.55,2025-11-10,632435108,2025-08-31,7678433000.0,69672977000.0,,10225664000.0,,11474399000.0,600039000.0,31195446000,5034169000,11478729000,154662005661.0,148217445661.0,,10874360000.0,20.1424,2.2198,4.9578,,0.07031,0.1102,,0.0736,0.0569,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
IBM,0000051143,current,2025-09-30,USD,309.13,2025-11-10,934735206,2025-09-30,7907000000.0,65403000000.0,37807000000.0,,,13483000000.0,1012000000.0,27905000000,55174000000,11569000000,288954694231.0,332559694231.0,,12471000000.0,36.5442,4.4181,10.3549,,0.043159,0.1209,0.5781,0.0451,0.236,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-11-10,ok,
BASKET_AVG,,current,2025-11-10,USD,,,,,,,,,,,,,,,,,,,28.2449,5.9383,9.0715,16.546,0.043159,0.2692,0.73205,0.1067,0.195,Twelve Data latest close,current TTM basket median filed<=2025-11-10,aggregate,median over current company observations with valid values
