symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
UPS,0001090727,current,2025-12-31,USD,107.11,2026-04-20,850000000,2025-12-31,5572000000.0,88661000000.0,,7867000000.0,3000000000.0,8450000000.0,3685000000.0,16227000000,23519000000,5887000000,91043500000.0,108675500000.0,10867000000.0,4765000000.0,16.3395,1.0269,5.6106,10.0005,0.052338,0.0628,,-0.0265,-0.0363,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-04-20,ok,
FDX,0001048911,current,2026-02-28,USD,310.8098,2026-04-20,238606756,2026-03-17,4484000000.0,91933000000.0,,5705000000.0,4329000000.0,8179000000.0,3808000000.0,29804000000,22831000000,8008000000,74161318111.0,88984318111.0,10034000000.0,4371000000.0,16.5391,0.8067,2.4883,8.8683,0.058939,0.0488,,0.0469,0.1445,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-04-20,ok,
UBER,0001543151,current,2025-12-31,USD,77.49,2026-04-20,2058115983,2026-02-10,10053000000.0,52017000000.0,,5565000000.0,719000000.0,10099000000.0,336000000.0,27041000000,10600000000,7105000000,159483407523.0,162978407523.0,6284000000.0,9763000000.0,15.8643,3.066,5.8978,25.9355,0.061216,0.1933,,0.1828,0.02,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-04-20,ok,
DASH,0001792789,current,2025-12-31,USD,189.8,2026-04-20,439686000,2025-12-31,935000000.0,13717000000.0,,723000000.0,747000000.0,2431000000.0,257000000.0,10033000000,,4378000000,83452402800.0,79074402800.0,1470000000.0,2174000000.0,89.2539,6.0839,8.3178,53.7921,0.026051,0.0682,,0.2793,6.6016,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-04-20,ok,
XPO,0001166003,current,2025-12-31,USD,228.37,2026-04-20,117147357,2026-01-30,316000000.0,8156000000.0,,656000000.0,467000000.0,986000000.0,657000000.0,1861000000,,310000000,26752941918.0,26442941918.0,1123000000.0,329000000.0,84.6612,3.2802,14.3756,23.5467,0.012298,0.0387,,0.0104,-0.1835,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-04-20,ok,
BASKET_AVG,,current,2026-04-20,USD,,,,,,,,,,,,,,,,,,,16.5391,3.066,5.8978,23.5467,0.052338,0.0628,,0.0469,0.02,Twelve Data latest close,current TTM basket median filed<=2026-04-20,aggregate,median over current company observations with valid values
