symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
LLY,0000059478,current,2026-03-31,USD,948.45,2026-05-08,941741406,2026-04-27,25276700000.0,72249500000.0,,,2043000000.0,20480000000.0,,31198000000,42503000000,5282000000,893194636521.0,930415636521.0,,,35.3367,12.3626,28.6299,,,0.3499,,0.4744,1.2759,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
JNJ,0000200406,current,2026-03-29,USD,221.32,2026-05-08,2407216971,2026-04-17,21040000000.0,96362000000.0,65357000000.0,,7735000000.0,22870000000.0,5086000000.0,81186000000,41438000000,21688000000,532765260022.0,552515260022.0,,17784000000.0,25.3215,5.5288,6.5623,,0.033381,0.2183,0.6782,0.0787,-0.0353,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
MRK,0000310158,current,2026-03-31,USD,111.38,2026-05-08,2469824415,2026-04-30,8935000000.0,65768000000.0,,,,17890000000.0,3775000000.0,45878000000,49100000000,5327000000,275089043343.0,318862043343.0,,14115000000.0,30.7878,4.1827,5.9961,,0.051311,0.1359,,0.0289,-0.4875,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
ABBV,0001551152,current,2026-03-31,USD,201.55,2026-05-08,1766792821,2026-04-28,3635000000.0,62819000000.0,42320000000.0,15332000000.0,,21224000000.0,1244000000.0,-6656000000,64532000000,9391000000,356097093073.0,411238093073.0,,19980000000.0,97.9634,5.6686,-53.5002,,0.056108,0.0579,0.6737,0.095,-0.1335,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
PFE,0000078003,current,2026-03-29,USD,25.68,2026-05-08,5699444169,2026-04-29,7490000000.0,63315000000.0,,,6587000000.0,11984000000.0,2501000000.0,90101000000,,1703000000,146361726260.0,144658726260.0,,9483000000.0,19.541,2.3116,1.6244,,0.064792,0.1183,,0.0136,-0.0499,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10,ok,
BASKET_AVG,,current,2026-05-10,USD,,,,,,,,,,,,,,,,,,,30.7878,5.5288,6.2792,,0.05371,0.1359,0.67595,0.0787,-0.0499,Twelve Data latest close,current TTM basket median filed<=2026-05-10,aggregate,median over current company observations with valid values
