symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
LLY,0000059478,current,2024-12-31,USD,720.91,2025-04-10,948169999,2025-02-14,10590000000.0,45042700000.0,,,1766600000.0,8817900000.0,,14192100000,29474000000,3268400000,683545233979.0,709750833979.0,,,64.5463,15.1755,48.1638,,,0.2351,,0.32,1.0208,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
JNJ,0000200406,current,2024-12-29,USD,148.69,2025-04-10,2407616693,2025-02-06,14066000000.0,88821000000.0,61350000000.0,,7339000000.0,24266000000.0,4424000000.0,71490000000,32400000000,24105000000,357988526082.0,366283526082.0,,19842000000.0,25.4506,4.0304,5.0075,,0.055426,0.1584,0.6907,0.043,-0.5999,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
MRK,0000310158,current,2024-12-31,USD,77.55,2025-04-10,2526036240,2025-01-31,17117000000.0,64168000000.0,,,,21468000000.0,3372000000.0,46313000000,37100000000,13242000000,195894110412.0,219752110412.0,,18096000000.0,11.4444,3.0528,4.2298,,0.092376,0.2668,,0.0674,45.8959,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
ABBV,0001551152,current,2024-12-31,USD,174.2,2025-04-10,1765354859,2025-01-31,4278000000.0,56334000000.0,40820000000.0,9137000000.0,,18806000000.0,974000000.0,3325000000,60340000000,5524000000,307524816438.0,362340816438.0,,17832000000.0,71.8852,5.459,92.4887,,0.057986,0.0759,0.7246,0.0371,-0.1203,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
PFE,0000078003,current,2024-12-31,USD,21.59,2025-04-10,5667340414,2025-02-20,8031000000.0,63627000000.0,,,7013000000.0,12744000000.0,2909000000.0,88203000000,,1043000000,122357879538.0,121314879538.0,,9835000000.0,15.2357,1.923,1.3872,,0.080379,0.1262,,0.0684,2.79,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
BASKET_AVG,,current,2025-04-10,USD,,,,,,,,,,,,,,,,,,,25.4506,4.0304,5.0075,,0.069183,0.1584,0.70765,0.0674,1.0208,Twelve Data latest close,current TTM basket median filed<=2025-04-10,aggregate,median over current company observations with valid values
