symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AMZN,0001018724,current,2026-06-20,USD,244.39,2026-06-18,10757109436,2026-04-22,90798000000.0,742776000000.0,,85422000000.0,70439000000.0,148531000000.0,151003000000.0,441914000000,122632000000,101816000000,2.62893e+12,2.64975e+12,155861000000.0,-2472000000.0,28.9536,3.53933,5.94896,17.0007,,0.1222,,0.1422,0.3769,Nasdaq historical API close; price-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10; reused, not refetched for price-only 2026-06-20 update",ok,"price-only refresh from fyn_consumer_discretionary_current_20260510.csv; 2026-06-20 was non-trading day, close_date=2026-06-18"
HD,0000354950,current,2026-06-20,USD,334.28,2026-06-18,996011466,2026-03-04,14160000000.0,164683000000.0,54865000000.0,20890000000.0,3395000000.0,16325000000.0,3679000000.0,12813000000,46341000000,1389000000,3.32947e+11,3.77899e+11,24285000000.0,12646000000.0,23.5132,2.02174,25.9851,15.561,0.0379821,0.086,0.3332,0.0324,-0.0439,Nasdaq historical API close; price-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10; reused, not refetched for price-only 2026-06-20 update",ok,"price-only refresh from fyn_consumer_discretionary_current_20260510.csv; 2026-06-20 was non-trading day, close_date=2026-06-18"
LOW,0000060667,current,2026-06-20,USD,222.2,2026-06-18,560063429,2026-03-19,6655000000.0,86287000000.0,28884000000.0,10152000000.0,2076000000.0,9864000000.0,2213000000.0,-9917000000,37490000000,982000000,1.24446e+11,1.60954e+11,12228000000.0,7651000000.0,18.6996,1.44223,,13.1627,0.0614804,0.0771,0.3347,0.0312,-0.0434,Nasdaq historical API close; price-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10; reused, not refetched for price-only 2026-06-20 update",ok,"price-only refresh from fyn_consumer_discretionary_current_20260510.csv; 2026-06-20 was non-trading day, close_date=2026-06-18"
NKE,0000320187,current,2026-06-20,USD,45.2,2026-06-18,1480400000,2026-02-28,2250000000.0,46523000000.0,18987000000.0,,753000000.0,1694000000.0,646000000.0,14090000000,7961000000,6660000000,6.69141e+10,6.82151e+10,,1048000000.0,29.7396,1.4383,4.74905,,0.0156619,0.0484,0.4081,-0.0271,-0.5009,Nasdaq historical API close; price-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10; reused, not refetched for price-only 2026-06-20 update",ok,"price-only refresh from fyn_consumer_discretionary_current_20260510.csv; 2026-06-20 was non-trading day, close_date=2026-06-18"
MCD,0000063908,current,2026-06-20,USD,278.61,2026-06-18,710505859,2026-03-31,8678000000.0,27447000000.0,,12698000000.0,462000000.0,10535000000.0,3496000000.0,-1286000000,39973000000,1170000000,1.97954e+11,2.36757e+11,13160000000.0,7039000000.0,22.811,7.21223,,17.9907,0.0355588,0.3162,,0.0677,0.0634,Nasdaq historical API close; price-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10; reused, not refetched for price-only 2026-06-20 update",ok,"price-only refresh from fyn_consumer_discretionary_current_20260510.csv; 2026-06-20 was non-trading day, close_date=2026-06-18"
LULU,0001397187,current,2026-06-20,USD,111.77,2026-06-18,110482671,2026-03-11,1579183000.0,11102600000.0,6284132000.0,2210615000.0,496228000.0,1602477000.0,680802000.0,4961840000,,1807202000,1.23486e+10,1.05414e+10,2706843000.0,921675000.0,7.81964,1.11223,2.48872,3.89437,0.0746377,0.1422,0.566,0.0486,-0.1297,Nasdaq historical API close; price-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-05-10; reused, not refetched for price-only 2026-06-20 update",ok,"price-only refresh from fyn_consumer_discretionary_current_20260510.csv; 2026-06-20 was non-trading day, close_date=2026-06-18"
BASKET_AVG,,current,2026-06-20,USD,,,,,,,,,,,,,,,,,,,23.1621,1.73198,5.34901,15.561,0.0379821,0.1041,0.3714,0.0486,0.22015,Nasdaq historical API close; price-only refresh,latest local current snapshots; not SEC-refetched,aggregate,median over price-only refreshed company observations; provisional if company filed new facts after base snapshot
