metric,value,n_companies,n_observations,status,comment
pe,16.2692,5,5,ok,MEDIAN current TTM snapshot as of 2026-04-20; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,3.07725,2,2,ok,MEDIAN current TTM snapshot as of 2026-04-20; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.2362,5,5,ok,MEDIAN current TTM snapshot as of 2026-04-20; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,,0,0,missing,no valid current observations across the basket; excluded from price metrics: none
fcf_yield,,0,0,missing,no valid current observations across the basket; excluded from price metrics: none
net_margin,0.21885,2,2,ok,MEDIAN current TTM snapshot as of 2026-04-20
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0621,2,2,ok,MEDIAN current TTM snapshot as of 2026-04-20
earnings_growth_yoy,0.1311,5,5,ok,MEDIAN current TTM snapshot as of 2026-04-20
