symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
XOM,0000034088,current,2026-03-31,USD,137.81,2026-06-18,4144947162,2026-03-31,25314000000.0,334246000000.0,,,27062000000.0,47722000000.0,28930000000.0,254381000000,33130000000,8435000000,571215168395.0,595910168395.0,,18792000000.0,22.5652,1.709,2.2455,,0.032898,0.0757,,-0.044,-0.2369,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20,ok,
CVX,0000093410,current,2026-03-31,USD,173.63,2026-06-18,1991597732,2026-03-31,11010000000.0,185887000000.0,,,21817000000.0,31264000000.0,17483000000.0,183715000000,39781000000,6316000000,345801114207.0,379266114207.0,,13781000000.0,31.4079,1.8603,1.8823,,0.039852,0.0592,,-0.0365,-0.2987,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20,ok,
COP,0001163165,current,2026-03-31,USD,107.74,2026-06-18,1218294007,2026-03-31,7322000000.0,50845000000.0,,,11660000000.0,17976000000.0,,64541000000,22262000000,5877000000,131258996314.0,147643996314.0,,,17.9267,2.5816,2.0337,,,0.144,,-0.0144,-0.2327,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20,ok,
EOG,0000821189,current,2026-03-31,USD,129.98,2026-06-18,532628530,2026-04-28,5497000000.0,23884000000.0,,7124000000.0,4641000000.0,10721000000.0,,30908000000,,3849000000,69231056329.0,65382056329.0,11765000000.0,,12.5943,2.8986,2.2399,5.5573,,0.2302,,0.0275,-0.0954,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20,ok,
SLB,0000087347,current,2026-03-31,USD,48.09,2026-06-18,1495057661,2026-03-31,3329000000.0,35940000000.0,,,2688000000.0,6316000000.0,1639000000.0,26177000000,,,71897322917.0,71897322917.0,,4677000000.0,21.5973,2.0005,2.7466,,0.065051,0.0926,,-0.0037,-0.2055,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20,ok,
BASKET_AVG,,current,2026-06-20,USD,,,,,,,,,,,,,,,,,,,21.5973,2.0005,2.2399,5.5573,0.039852,0.0926,,-0.0144,-0.2327,Twelve Data latest close,current TTM basket median filed<=2026-06-20,aggregate,median over current company observations with valid values
