symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
UPS,0001090727,current,2026-06-30,USD,99.97,2026-09-10,851000000,2026-06-30,4570000000.0,89930000000.0,,6576000000.0,2923000000.0,8867000000.0,3410000000.0,15067000000,23850000000,4653000000,85074470000.0,104271470000.0,9499000000.0,5457000000.0,18.6159,0.946,5.6464,10.9771,0.064144,0.0508,,-0.0042,-0.2024,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_delivery_logistics_current_20260810.csv
FDX,0001048911,current,2026-05-31,USD,311.8,2026-09-10,236581188,2026-07-16,4433000000.0,94720000000.0,,5463000000.0,4369000000.0,8925000000.0,3809000000.0,31647000000,23455000000,13311000000,73766014418.0,83910014418.0,9832000000.0,5116000000.0,16.6402,0.7788,2.3309,8.5344,0.069354,0.0468,,0.0773,0.0833,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_delivery_logistics_current_20260810.csv
UBER,0001543151,current,2026-06-30,USD,72.56,2026-09-10,2042560121,2026-07-31,9579000000.0,55227000000.0,,6700000000.0,745000000.0,10424000000.0,308000000.0,27316000000,12723000000,4870000000,148208162380.0,156061162380.0,7445000000.0,10116000000.0,15.4722,2.6836,5.4257,20.9619,0.068255,0.1734,,0.1668,-0.2413,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_delivery_logistics_current_20260810.csv
DASH,0001792789,current,2026-06-30,USD,201.03,2026-09-10,440833000,2026-06-30,841000000.0,15891000000.0,,712000000.0,1000000000.0,2830000000.0,235000000.0,9921000000,,4424000000,88620657990.0,84196657990.0,1712000000.0,2595000000.0,105.3753,5.5768,8.9326,49.1803,0.029282,0.0529,,0.3359,0.0768,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_delivery_logistics_current_20260810.csv
XPO,0001166003,current,2026-06-30,USD,182.34,2026-09-10,117086465,2026-07-24,404000000.0,8573000000.0,,752000000.0,478000000.0,1088000000.0,500000000.0,1962000000,,298000000,21349546028.0,21051546028.0,1230000000.0,588000000.0,52.8454,2.4903,10.8815,17.1151,0.027542,0.0471,,0.0704,0.171,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10; reused, not refetched for 2026-09-10 prices-only update",ok,prices-only refresh from fyn_delivery_logistics_current_20260810.csv
BASKET_AVG,,current,2026-09-10,USD,,,,,,,,,,,,,,,,,,,18.6159,2.4903,5.6464,17.1151,0.064144,0.0508,,0.0773,0.0768,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
