symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-03-29,USD,202.67,2025-06-10,14935826000,2025-04-18,97294000000.0,400366000000.0,186699000000.0,127364000000.0,11502000000.0,109556000000.0,11070000000.0,66796000000,92200000000,28162000000,3027043855420.0,3091081855420.0,138866000000.0,98486000000.0,31.1123,7.5607,45.3177,22.2595,0.032535,0.243,0.4663,0.0491,-0.0308,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
MSFT,0000789019,current,2025-03-31,USD,470.92,2025-06-10,7432543865,2025-04-24,96635000000.0,270010000000.0,186509000000.0,122130000000.0,,130710000000.0,61345000000.0,321891000000,42881000000,28828000000,3500133556906.0,3514186556906.0,,69365000000.0,36.2201,12.963,10.8737,,0.019818,0.3579,0.6907,0.1413,0.1213,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
GOOG,0001652044,current,2025-03-31,USD,180.01,2025-06-10,12155000000,2025-03-31,110996000000.0,359713000000.0,,117524000000.0,,132601000000.0,57720000000.0,345267000000,10886000000,23264000000,2188021550000.0,2175643550000.0,,74881000000.0,19.7126,6.0827,6.3372,,0.034223,0.3086,,0.1307,0.3469,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
META,0001326801,current,2025-03-31,USD,702.4,2025-06-10,2590000000,2025-03-31,66635000000.0,170359000000.0,,73116000000.0,16024000000.0,96108000000.0,43797000000.0,185029000000,28826000000,28750000000,1819216000000.0,1819292000000.0,89140000000.0,52311000000.0,27.3012,10.6787,9.8321,20.4094,0.028755,0.3911,,0.1937,0.4563,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
ADBE,0000796343,current,2025-02-28,USD,416.06,2025-06-10,426200000,2025-03-21,6751000000.0,22037000000.0,19647000000.0,7997000000.0,862000000.0,9364000000.0,172000000.0,13095000000,6155000000,6758000000,177324772000.0,176721772000.0,8859000000.0,9192000000.0,26.2664,8.0467,13.5414,19.9483,0.051837,0.3063,0.8915,0.1054,0.4062,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
CRM,0001108524,current,2025-04-30,USD,268.22,2025-06-10,956000000,2025-05-22,6205000000.0,38591000000.0,29845000000.0,7438000000.0,964000000.0,13321000000.0,674000000.0,60666000000,8435000000,10928000000,256418320000.0,253925320000.0,8402000000.0,12647000000.0,41.3245,6.6445,4.2267,30.222,0.049322,0.1608,0.7734,0.0797,0.1344,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
NOW,0001373715,current,2025-03-31,USD,201.958,2025-06-10,207000000,2025-03-31,1538000000.0,11469000000.0,9051000000.0,1483000000.0,594000000.0,4603000000.0,922000000.0,10139000000,,3369000000,41805306000.0,38436306000.0,2077000000.0,3681000000.0,27.1816,3.6451,4.1232,18.5057,0.088051,0.1341,0.7892,0.2101,-0.2023,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
ACN,0001467373,current,2025-02-28,USD,320.92,2025-06-10,634543212,2025-02-28,7683453000.0,67221493000.0,,10177724000.0,,10407319000.0,660770000.0,29246053000,5042111000,8490438000,203637607595.0,200189280595.0,,9746549000.0,26.5034,3.0294,6.9629,,0.047862,0.1143,,0.041,0.0928,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
IBM,0000051143,current,2025-03-31,USD,276.24,2025-06-10,929396575,2025-03-31,5473000000.0,62833000000.0,35840000000.0,,,13647000000.0,1053000000.0,26880000000,56371000000,11035000000,256736509878.0,302072509878.0,,12594000000.0,46.9096,4.086,9.5512,,0.049054,0.0871,0.5704,0.0123,-0.3309,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
BASKET_AVG,,current,2025-06-10,USD,,,,,,,,,,,,,,,,,,,27.3012,6.6445,9.5512,20.4094,0.047862,0.243,0.73205,0.1054,0.1213,Twelve Data latest close,current TTM basket median filed<=2025-06-10,aggregate,median over current company observations with valid values
