date,sector,coefficient,metric,metric_coefficient,metric_weight,source,comment
2026-01-10,Utilities,0.8883,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_utilities_current_20260110_summary.csv; fyn_utilities_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=5 (expected 5); pe: 0.9917 x 42.9% | ev_ebitda: 0.7470 x 35.7% | pb: 0.9170 x 21.4%"
2026-01-10,Mining,1.5537,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_mining_current_20260110_summary.csv; fyn_mining_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=3 (expected 3); ev_ebitda: 1.6524 x 29.4% | fcf_yield: 1.9811 x 23.5% | pb: 1.6516 x 23.5% | pe: 0.9051 x 23.5%"
2026-01-10,Drugs,0.9962,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_drugs_current_20260110_summary.csv; fyn_drugs_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-01-09; pe.status=ok, n_companies=5 (expected 5); missing weighted metrics ev_ebitda; remaining weights renormalised; pe: 0.8455 x 50.0% | ps: 1.1318 x 16.7% | fcf_yield: 1.1545 x 33.3%"
2026-01-10,Commodities,1.4311,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_commodities_current_20260110_summary.csv; fyn_commodities_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=3 (expected 3); ev_ebitda: 1.6441 x 29.4% | fcf_yield: 1.5963 x 23.5% | pb: 1.6985 x 23.5% | pe: 0.7321 x 23.5%"
2026-01-10,Semiconductors,1.1388,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_semis_current_20260110_summary.csv; fyn_semis_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=6 (expected 6); ps: 1.0638 x 26.7% | pb: 1.0970 x 20.0% | ev_ebitda: 1.2828 x 33.3% | gross_margin: 1.0406 x 20.0%"
2026-01-10,Food & Staples,0.8968,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_food_current_20260110_summary.csv; fyn_food_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=7 (expected 6); pe: 0.9592 x 42.9% | ev_ebitda: 0.9423 x 35.7% | ps: 0.6963 x 21.4%"
2026-01-10,Technology,0.8206,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_technology_current_20260110_summary.csv; fyn_technology_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=9 (expected 9); pe: 1.0688 x 28.6% | ev_ebitda: 0.6741 x 28.6% | ps: 0.7278 x 28.6% | fcf_yield: 0.8028 x 14.3%"
2026-01-10,Agriculture & Chemicals,1.2604,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_agriculture_chemicals_current_20260110_summary.csv; fyn_agriculture_chemicals_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-01-09; pe.n_companies=4, expected at least 5; pe: 1.0011 x 29.4% | ev_ebitda: 1.5679 x 29.4% | ps: 1.0779 x 23.5% | fcf_yield: 1.4231 x 17.6%"
2026-01-10,Consumer Discretionary,0.7658,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_consumer_discretionary_current_20260110_summary.csv; fyn_consumer_discretionary_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=6 (expected 5); pe: 0.8137 x 33.3% | ev_ebitda: 0.7508 x 27.8% | ps: 0.6090 x 22.2% | fcf_yield: 0.9040 x 16.7%"
2026-01-10,Medical Services,0.9956,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_medical_services_current_20260110_summary.csv; fyn_medical_services_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=7 (expected 7); pe: 0.9000 x 42.9% | ev_ebitda: 1.0378 x 35.7% | ps: 1.1164 x 21.4%"
2026-01-10,Solar,1.2445,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_solar_current_20260110_summary.csv; fyn_solar_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-01-09; pe.n_companies=4, expected at least 5; ev_ebitda: 1.0717 x 42.9% | ps: 1.4376 x 35.7% | pb: 1.2682 x 21.4%"
2026-01-10,REIT,1.0098,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_reit_current_20260110_summary.csv; fyn_reit_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-01-09; pe.status=ok, n_companies=7 (expected 7); pb: 1.1094 x 55.6% | ps: 0.8853 x 44.4%"
2026-02-10,Banks,1.8941,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_banks_current_20260210_summary.csv; fyn_banks_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=5 (expected 5); pb: 2.1298 x 63.6% | pe: 1.4817 x 36.4%"
2026-02-10,Energy,1.5774,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_energy_current_20260210_summary.csv; fyn_energy_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=5 (expected 5); ev_ebitda: 0.7228 x 33.3% | fcf_yield: 2.5892 x 33.3% | pe: 2.0322 x 16.7% | pb: 0.8080 x 16.7%"
2026-02-10,Telecom & Streaming,0.8669,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_telecom_current_20260210_summary.csv; fyn_telecom_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=7 (expected 7); ev_ebitda: 0.9121 x 42.9% | fcf_yield: 0.6389 x 35.7% | ps: 1.1565 x 21.4%"
2026-02-10,Delivery & Logistics,1.5343,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_delivery_logistics_current_20260210_summary.csv; fyn_delivery_logistics_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=5 (expected 5); ev_ebitda: 1.5426 x 40.0% | pe: 1.2050 x 33.3% | ps: 1.9333 x 26.7%"
2026-02-10,Insurance,0.7262,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_insurance_current_20260210_summary.csv; fyn_insurance_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=6 (expected 6); pb: 0.6516 x 54.5% | pe: 0.8158 x 45.5%"
2026-02-10,Utilities,0.96,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_utilities_current_20260210_summary.csv; fyn_utilities_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=5 (expected 5); pe: 1.0910 x 42.9% | ev_ebitda: 0.8081 x 35.7% | pb: 0.9509 x 21.4%"
2026-02-10,Mining,1.7745,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_mining_current_20260210_summary.csv; fyn_mining_norm_summary.csv; price source: Nasdaq historical API close,"status=ok; actual_trading_date=2026-02-10; pe.status=ok, n_companies=3 (expected 3); ev_ebitda: 1.8958 x 29.4% | fcf_yield: 2.3108 x 23.5% | pb: 1.8483 x 23.5% | pe: 1.0129 x 23.5%"
2026-02-10,Drugs,1.1109,sector_score,,,build_fy_norm.py --current --as-of over SEC EDGAR; fyn_drugs_current_20260210_summary.csv; fyn_drugs_norm_summary.csv; price source: Nasdaq historical API close,"status=provisional; actual_trading_date=2026-02-10; pe.status=ok, n_companies=5 (expected 5); missing weighted metrics ev_ebitda; remaining weights renormalised; pe: 0.9860 x 50.0% | ps: 1.3199 x 16.7% | fcf_yield: 1.1937 x 33.3%"
