metric,five_year_average,n_companies,n_observations,status,comment
pe,29.336775,6,15,ok,"two-level median: per-company 5Y median, then median across companies; price ratios exclude non-positive values and non-USD filers; excluded from price metrics: none"
ps,2.97475,6,15,ok,"two-level median: per-company 5Y median, then median across companies; price ratios exclude non-positive values and non-USD filers; excluded from price metrics: none"
pb,8.97015,6,15,ok,"two-level median: per-company 5Y median, then median across companies; price ratios exclude non-positive values and non-USD filers; excluded from price metrics: none"
ev_ebitda,22.531525,6,15,ok,"two-level median: per-company 5Y median, then median across companies; price ratios exclude non-positive values and non-USD filers; excluded from price metrics: none"
fcf_yield,0.027705,6,15,ok,"two-level median: per-company 5Y median, then median across companies; price ratios exclude non-positive values and non-USD filers; excluded from price metrics: none"
net_margin,0.1265,7,35,ok,"two-level median: per-company 5Y median, then median across companies"
gross_margin,0.5404,5,25,ok,"two-level median: per-company 5Y median, then median across companies"
revenue_growth_yoy,0.0716,7,35,ok,"two-level median: per-company 5Y median, then median across companies"
earnings_growth_yoy,0.0555,7,35,ok,"two-level median: per-company 5Y median, then median across companies"
