symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2024-06-29,USD,216.24,2024-08-09,15204137000,2024-07-19,101956000000.0,385603000000.0,177231000000.0,120594000000.0,11187000000.0,113041000000.0,8702000000.0,66708000000,98300000000,25565000000,3287742584880.0,3360477584880.0,131781000000.0,104339000000.0,32.2467,8.5262,49.2856,25.5005,0.031736,0.2644,0.4596,0.0043,0.0759,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
MSFT,0000789019,current,2024-06-30,USD,406.02,2024-08-09,7433038381,2024-07-25,88136000000.0,245122000000.0,171008000000.0,109433000000.0,,118548000000.0,44477000000.0,268477000000,44937000000,18315000000,3017962243454.0,3044584243454.0,,74071000000.0,34.2421,12.3121,11.241,,0.024543,0.3596,0.6976,0.1567,0.218,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
GOOG,0001652044,current,2024-06-30,USD,165.39,2024-08-09,12322000000,2024-06-30,87657000000.0,328284000000.0,,97937000000.0,,105059000000.0,44272000000.0,300753000000,13238000000,27225000000,2037935580000.0,2023948580000.0,,60787000000.0,23.249,6.2078,6.7761,,0.029828,0.267,,0.1338,0.4381,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
META,0001326801,current,2024-06-30,USD,517.77,2024-08-09,2619000000,2024-06-30,51434000000.0,149783000000.0,,58797000000.0,13042000000.0,78422000000.0,28882000000.0,156763000000,18385000000,32045000000,1356039630000.0,1342379630000.0,71839000000.0,49540000000.0,26.3647,9.0534,8.6503,18.6859,0.036533,0.3434,,0.2428,1.2814,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
ADBE,0000796343,current,2024-05-31,USD,536.3,2024-08-09,443400000,2024-06-21,5079000000.0,20429000000.0,18027000000.0,6232000000.0,866000000.0,6584000000.0,216000000.0,14843000000,4127000000,7660000000,237795420000.0,234262420000.0,7098000000.0,6368000000.0,46.8193,11.6401,16.0207,33.004,0.026779,0.2486,0.8824,0.1085,0.0464,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
CRM,0001108524,current,2024-04-30,USD,252.53,2024-08-09,969000000,2024-05-24,5470000000.0,35743000000.0,27165000000.0,6308000000.0,725000000.0,11990000000.0,656000000.0,59683000000,9429000000,9958000000,244701570000.0,244172570000.0,7033000000.0,11334000000.0,44.7352,6.8461,4.1,34.7181,0.046318,0.153,0.76,0.1104,13.4327,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
NOW,0001373715,current,2024-06-30,USD,162.216,2024-08-09,206000000,2024-06-30,1146000000.0,9955000000.0,7871000000.0,1073000000.0,566000000.0,3877000000.0,794000000.0,8666000000,,2159000000,33416496000.0,31257496000.0,1639000000.0,3083000000.0,29.1592,3.3568,3.856,19.0711,0.09226,0.1151,0.7907,0.2417,-0.1952,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
ACN,0001467373,current,2024-05-31,USD,315.83,2024-08-09,636611310,2024-05-31,6953449000.0,64475845000.0,,9155099000.0,,9150984000.0,483167000.0,27744489000,68878000,5537217000,201060950037.0,195592611037.0,,8667817000.0,28.9153,3.1184,7.2469,,0.04311,0.1078,,0.0146,-0.0294,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
IBM,0000051143,current,2024-06-30,USD,191.45,2024-08-09,921148195,2024-06-30,8431000000.0,62365000000.0,34982000000.0,,,13753000000.0,1040000000.0,24026000000,52929000000,12210000000,176353821933.0,217072821933.0,,12713000000.0,20.9173,2.8278,7.3401,,0.072088,0.1352,0.5609,0.0304,3.1655,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
BASKET_AVG,,current,2024-08-10,USD,,,,,,,,,,,,,,,,,,,29.1592,6.8461,7.3401,25.5005,0.036533,0.2486,0.7288,0.1104,0.218,Twelve Data latest close,current TTM basket median filed<=2024-08-10,aggregate,median over current company observations with valid values
