metric,value,n_companies,n_observations,status,comment
pe,19.9173,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,3.358,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.2091,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,12.18645,4,4,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.036931,1,1,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.1686,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0833,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06
earnings_growth_yoy,0.2866,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06
