symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
LLY,0000059478,current,2025-03-31,USD,807.19,2025-06-10,947735651,2025-04-28,11106400000.0,49003200000.0,,,1828800000.0,9317500000.0,,15764800000,29474000000,3093300000,765002740131.0,791383440131.0,,,68.8795,15.6113,48.526,,,0.2266,,0.3638,0.8093,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
JNJ,0000200406,current,2025-03-30,USD,156.45,2025-06-10,2406073279,2025-04-18,21810000000.0,89331000000.0,61014000000.0,,7296000000.0,24783000000.0,4412000000.0,78109000000,32400000000,38474000000,376430164500.0,370356164500.0,,20371000000.0,17.2595,4.2139,4.8193,,0.054116,0.2441,0.683,0.043,-0.4332,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
MRK,0000310158,current,2025-03-31,USD,81.35,2025-06-10,2511031253,2025-04-30,17434000000.0,63922000000.0,,,,20878000000.0,3839000000.0,48335000000,34800000000,8629000000,204272392432.0,230443392432.0,,17039000000.0,11.7169,3.1957,4.2262,,0.083413,0.2727,,0.041,6.5603,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
ABBV,0001551152,current,2025-03-31,USD,189.5,2025-06-10,1766403027,2025-04-30,4195000000.0,57367000000.0,40820000000.0,10072000000.0,,16401000000.0,1016000000.0,1420000000,64527000000,5175000000,334733373616.0,394085373616.0,,15385000000.0,79.7934,5.8349,235.7277,,0.045962,0.0731,0.7116,0.0545,-0.3,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
PFE,0000078003,current,2025-03-30,USD,24.3,2025-06-10,5685365587,2025-04-30,7883000000.0,62463000000.0,,,6895000000.0,13989000000.0,2769000000.0,90338000000,,1430000000,138154383764.0,136724383764.0,,11220000000.0,17.5256,2.2118,1.5293,,0.081213,0.1262,,0.1165,-26.5113,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-06-10,ok,
BASKET_AVG,,current,2025-06-10,USD,,,,,,,,,,,,,,,,,,,17.5256,4.2139,4.8193,,0.067664,0.2266,0.6973,0.0545,-0.3,Twelve Data latest close,current TTM basket median filed<=2025-06-10,aggregate,median over current company observations with valid values
