metric,value,n_companies,n_observations,status,comment
pe,15.4826,3,3,ok,MEDIAN current TTM snapshot as of 2025-12-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
ps,4.7907,3,3,ok,MEDIAN current TTM snapshot as of 2025-12-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
pb,3.5697,3,3,ok,MEDIAN current TTM snapshot as of 2025-12-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
ev_ebitda,12.3384,2,2,ok,MEDIAN current TTM snapshot as of 2025-12-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
fcf_yield,0.029762,3,3,ok,MEDIAN current TTM snapshot as of 2025-12-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
net_margin,0.3043,5,5,ok,MEDIAN current TTM snapshot as of 2025-12-10
gross_margin,0.20255,2,2,ok,MEDIAN current TTM snapshot as of 2025-12-10
revenue_growth_yoy,0.16495,4,4,ok,MEDIAN current TTM snapshot as of 2025-12-10
earnings_growth_yoy,-0.0805,5,5,ok,MEDIAN current TTM snapshot as of 2025-12-10
