metric,value,n_companies,n_observations,status,comment
pe,56.0841,7,7,ok,MEDIAN current TTM snapshot as of 2025-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,9.1585,7,7,ok,MEDIAN current TTM snapshot as of 2025-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.2446,7,7,ok,MEDIAN current TTM snapshot as of 2025-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,19.48395,4,4,ok,MEDIAN current TTM snapshot as of 2025-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.02022,2,2,ok,MEDIAN current TTM snapshot as of 2025-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.1633,7,7,ok,MEDIAN current TTM snapshot as of 2025-04-10
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0657,7,7,ok,MEDIAN current TTM snapshot as of 2025-04-10
earnings_growth_yoy,0.0657,7,7,ok,MEDIAN current TTM snapshot as of 2025-04-10
