date,sector,coefficient,metric,metric_coefficient,metric_weight,source,comment
2026-09-11,Drugs,1.5272,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_drugs_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=provisional; pe: 1.7070 x 50.0% | ps: 1.3882 x 16.7% | fcf_yield: 1.3271 x 33.3%
2026-09-11,Energy,1.3115,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_energy_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; ev_ebitda: 0.7459 x 33.3% | fcf_yield: 1.7829 x 33.3% | pe: 1.8163 x 16.7% | pb: 0.9948 x 16.7%
2026-09-11,Food & Staples,0.7167,sector_score,,,"build_fy_norm.py --current over SEC EDGAR; fyn_food_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh",actual_trading_date=2026-09-10; status=ok; pe: 0.8095 x 42.9% | ev_ebitda: 0.6472 x 35.7% | ps: 0.6470 x 21.4%
2026-09-11,Insurance,0.9268,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_insurance_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; pb: 0.9989 x 54.5% | pe: 0.8404 x 45.5%
2026-09-11,Medtech & Life Science Tools,0.7076,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_medical_services_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; pe: 0.7600 x 42.9% | ev_ebitda: 0.6200 x 35.7% | ps: 0.7487 x 21.4%
2026-09-11,Mining,1.6207,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_mining_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; ev_ebitda: 1.6003 x 29.4% | fcf_yield: 1.5810 x 23.5% | pb: 1.9333 x 23.5% | pe: 1.3733 x 23.5%
2026-09-11,Semiconductors,1.3505,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_semis_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; ps: 1.5478 x 26.7% | pb: 1.4354 x 20.0% | ev_ebitda: 1.2051 x 33.3% | gross_margin: 1.2449 x 20.0%
2026-09-11,Solar,0.9062,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_solar_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; ev_ebitda: 0.9505 x 42.9% | ps: 0.9237 x 35.7% | pb: 0.7884 x 21.4%
2026-09-11,Technology,0.8502,sector_score,,,"build_fy_norm.py --current over SEC EDGAR; fyn_technology_current_summary.csv; price source: Nasdaq historical API close, Nasdaq historical API close; prices-only refresh",actual_trading_date=2026-09-10; status=ok; pe: 0.6915 x 28.6% | ev_ebitda: 0.8905 x 28.6% | ps: 0.8724 x 28.6% | fcf_yield: 1.0427 x 14.3%
2026-09-11,Telecom & Streaming,0.8784,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_telecom_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; ev_ebitda: 1.0033 x 42.9% | fcf_yield: 0.5765 x 35.7% | ps: 1.1320 x 21.4%
2026-09-11,Utilities,0.8932,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_utilities_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-10; status=ok; pe: 0.9919 x 42.9% | ev_ebitda: 0.7463 x 35.7% | pb: 0.9406 x 21.4%
2026-09-12,Delivery & Logistics,1.3681,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_delivery_logistics_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-11; status=ok; ev_ebitda: 1.2807 x 40.0% | pe: 1.2285 x 33.3% | ps: 1.6737 x 26.7%
2026-09-12,REIT,1.108,sector_score,,,build_fy_norm.py --current over SEC EDGAR; fyn_reit_current_summary.csv; price source: Nasdaq historical API close,actual_trading_date=2026-09-11; status=ok; pb: 1.2198 x 55.6% | ps: 0.9682 x 44.4%
