symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2026-03-28,USD,315.32,2026-07-10,14687356000,2026-04-17,122575000000.0,451442000000.0,216071000000.0,147366000000.0,12610000000.0,140222000000.0,11048000000.0,106491000000,82700000000,45572000000,4631217093920.0,4668345093920.0,159976000000.0,129174000000.0,37.7827,10.2587,43.4893,29.1815,0.027892,0.2715,0.4786,0.1276,0.2598,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
MSFT,0000789019,current,2026-03-31,USD,385.1,2026-07-10,7428434704,2026-04-23,125216000000.0,318273000000.0,217410000000.0,148957000000.0,,170141000000.0,97225000000.0,414367000000,40262000000,32105000000,2860690204510.0,2868847204510.0,,72916000000.0,22.846,8.9882,6.9038,,0.025489,0.3934,0.6831,0.1787,0.2958,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
GOOG,0001652044,current,2026-03-31,USD,355.03,2026-07-10,12116000000,2026-03-31,160208000000.0,422499000000.0,,138129000000.0,,174353000000.0,109924000000.0,478746000000,49085000000,38063000000,4301543480000.0,4312565480000.0,,64429000000.0,26.8497,10.1812,8.985,,0.014978,0.3792,,0.1745,0.4434,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
META,0001326801,current,2026-03-31,USD,669.21,2026-07-10,2564000000,2026-03-31,70587000000.0,214962000000.0,,88593000000.0,20715000000.0,124000000000.0,75747000000.0,243681000000,58744000000,23426000000,1715854440000.0,1751172440000.0,109308000000.0,48253000000.0,24.3084,7.9821,7.0414,16.0205,0.028122,0.3284,,0.2618,0.0593,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
ADBE,0000796343,current,2026-05-29,USD,223.64,2026-07-10,397500000,2026-06-11,7229000000.0,25198000000.0,22528000000.0,9090000000.0,759000000.0,10481000000.0,201000000.0,11518000000,4802000000,4919000000,88896900000.0,88779900000.0,9849000000.0,10280000000.0,12.2973,3.5279,7.7181,9.0141,0.11564,0.2869,0.894,0.1149,0.0524,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_technology_current_20260620.csv
CRM,0001108524,current,2026-04-30,USD,163.32,2026-07-10,819000000,2026-05-21,8023000000.0,42829000000.0,33254000000.0,8736000000.0,1342000000.0,15221000000.0,560000000.0,34235000000,39280000000,8935000000,133759080000.0,164104080000.0,10078000000.0,14661000000.0,16.672,3.1231,3.9071,16.2834,0.109608,0.1873,0.7764,0.1098,0.293,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
NOW,0001373715,current,2026-03-31,USD,107.71,2026-07-10,1031000000,2026-03-31,1757000000.0,13960000000.0,10688000000.0,1876000000.0,836000000.0,5437000000.0,804000000.0,11728000000,,2702000000,111049010000.0,108347010000.0,2712000000.0,4633000000.0,63.2038,7.9548,9.4687,39.951,0.04172,0.1259,0.7656,0.2172,0.1424,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
ACN,0001467373,current,2026-05-31,USD,135.23,2026-07-10,621337104,2026-05-31,7789752000.0,73100595000.0,,10592234000.0,,13182094000.0,600406000.0,31890566000,5029449000,10165245000,84023416574.0,78887620574.0,,12581688000.0,10.7864,1.1494,2.6347,,0.14974,0.1066,,0.0674,-0.02,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_technology_current_20260620.csv
IBM,0000051143,current,2026-03-31,USD,287.56,2026-07-10,939885280,2026-03-31,10754000000.0,68911000000.0,40215000000.0,,,13992000000.0,1079000000.0,32974000000,57706000000,10819000000,270273411117.0,317160411117.0,,12913000000.0,25.1324,3.9221,8.1966,,0.047778,0.1561,0.5836,0.0967,0.9649,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-07-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260620.csv"
BASKET_AVG,,current,2026-07-10,USD,,,,,,,,,,,,,,,,,,,24.3084,7.9548,7.7181,16.2834,0.04172,0.2715,0.72435,0.1276,0.2598,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
