symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-09-27,USD,259.37,2026-01-09,14776353000,2025-10-17,112010000000.0,416161000000.0,195201000000.0,133050000000.0,11698000000.0,111482000000.0,12715000000.0,73733000000,90678000000,35934000000,3832542677610.0,3887286677610.0,144748000000.0,98767000000.0,34.2161,9.2093,51.9787,26.8555,0.025771,0.2692,0.4691,0.0643,0.195,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
MSFT,0000789019,current,2025-09-30,USD,479.28,2026-01-09,7432377655,2025-10-23,104912000000.0,293812000000.0,202037000000.0,135937000000.0,,147039000000.0,69022000000.0,363076000000,43208000000,28849000000,3562189962488.0,3576548962488.0,,78017000000.0,33.9541,12.124,9.8111,,0.021901,0.3571,0.6876,0.1559,0.1591,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
GOOG,0001652044,current,2025-09-30,USD,329.14,2026-01-09,12077000000,2025-09-30,124251000000.0,385477000000.0,,124077000000.0,,151424000000.0,77872000000.0,386867000000,10886000000,23090000000,3975023780000.0,3962819780000.0,,73552000000.0,31.9919,10.312,10.2749,,0.018504,0.3223,,0.1342,0.318,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
META,0001326801,current,2025-09-30,USD,653.06,2026-01-09,2578000000,2025-09-30,58528000000.0,189457000000.0,,81895000000.0,17665000000.0,107574000000.0,62733000000.0,194066000000,28826000000,10187000000,1683588680000.0,1702227680000.0,99560000000.0,44841000000.0,28.7655,8.8864,8.6753,17.0975,0.026634,0.3089,,0.2127,0.0538,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
ADBE,0000796343,current,2025-08-29,USD,333.95,2026-01-09,418600000,2025-09-19,6957000000.0,23181000000.0,20663000000.0,8402000000.0,852000000.0,9792000000.0,193000000.0,11770000000,6200000000,4982000000,139791470000.0,141009470000.0,9254000000.0,9599000000.0,20.0936,6.0304,11.8769,15.2377,0.068667,0.3001,0.8914,0.1067,0.2979,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
CRM,0001108524,current,2025-10-31,USD,259.94,2026-01-09,937000000,2025-11-28,7222000000.0,40317000000.0,31338000000.0,8282000000.0,911000000.0,13502000000.0,607000000.0,60021000000,8438000000,8978000000,243563780000.0,243023780000.0,9193000000.0,12895000000.0,33.7253,6.0412,4.058,26.4357,0.052943,0.1791,0.7773,0.0841,0.2168,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
NOW,0001373715,current,2025-09-30,USD,141.8,2026-01-09,208000000,2025-09-30,1731000000.0,12667000000.0,9887000000.0,1755000000.0,680000000.0,4841000000.0,883000000.0,11301000000,,2725000000,29494400000.0,26769400000.0,2435000000.0,3958000000.0,17.0389,2.3284,2.6099,10.9936,0.134195,0.1367,0.7805,0.2105,0.2957,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
ACN,0001467373,current,2025-11-30,USD,280.67,2026-01-09,626043040,2025-11-30,7611100000.0,70725557000.0,,10150885000.0,,12116010000.0,604416000.0,30867503000,5031646000,9649405000,175711500037.0,171093741037.0,,11511594000.0,23.0862,2.4844,5.6924,,0.065514,0.1076,,0.0658,0.0054,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
IBM,0000051143,current,2025-09-30,USD,304.22,2026-01-09,934735206,2025-09-30,7907000000.0,65403000000.0,37807000000.0,,,13483000000.0,1012000000.0,27905000000,55174000000,11569000000,284365144369.0,327970144369.0,,12471000000.0,35.9637,4.3479,10.1905,,0.043856,0.1209,0.5781,0.0451,0.236,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
BASKET_AVG,,current,2026-01-10,USD,,,,,,,,,,,,,,,,,,,31.9919,6.0412,9.8111,17.0975,0.043856,0.2692,0.73245,0.1067,0.2168,Twelve Data latest close,current TTM basket median filed<=2026-01-10,aggregate,median over current company observations with valid values
