symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
XOM,0000034088,current,2026-03-31,USD,138.88,2026-07-10,4144947162,2026-03-31,25314000000.0,334246000000.0,,,27062000000.0,47722000000.0,28930000000.0,254381000000,33130000000,8435000000,575650261859.0,600345261859.0,,18792000000.0,22.7404,1.7222,2.2629,,0.032645,0.0757,,-0.044,-0.2369,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260620.csv
CVX,0000093410,current,2026-03-31,USD,176.4,2026-07-10,1991597732,2026-03-31,11010000000.0,185887000000.0,,,21817000000.0,31264000000.0,17483000000.0,183715000000,39781000000,6316000000,351317839925.0,384782839925.0,,13781000000.0,31.909,1.89,1.9123,,0.039227,0.0592,,-0.0365,-0.2987,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260620.csv
COP,0001163165,current,2026-03-31,USD,109.04,2026-07-10,1218294007,2026-03-31,7322000000.0,50845000000.0,,,11660000000.0,17976000000.0,,64541000000,22262000000,5877000000,132842778523.0,149227778523.0,,,18.143,2.6127,2.0583,,,0.144,,-0.0144,-0.2327,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260620.csv
EOG,0000821189,current,2026-03-31,USD,134.1,2026-07-10,532628530,2026-04-28,5497000000.0,23884000000.0,,7124000000.0,4641000000.0,10721000000.0,,30908000000,,3849000000,71425485873.0,67576485873.0,11765000000.0,,12.9935,2.9905,2.3109,5.7439,,0.2302,,0.0275,-0.0954,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260620.csv
SLB,0000087347,current,2026-03-31,USD,47.76,2026-07-10,1495057661,2026-03-31,3329000000.0,35940000000.0,,,2688000000.0,6316000000.0,1639000000.0,26177000000,,,71403953889.0,71403953889.0,,4677000000.0,21.4491,1.9868,2.7277,,0.065501,0.0926,,-0.0037,-0.2055,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_energy_current_20260620.csv
BASKET_AVG,,current,2026-07-10,USD,,,,,,,,,,,,,,,,,,,21.4491,1.9868,2.2629,5.7439,0.039227,0.0926,,-0.0144,-0.2327,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
