metric,value,n_companies,n_observations,status,comment
pe,13.3028,5,5,ok,MEDIAN current TTM snapshot as of 2024-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,2.21055,2,2,ok,MEDIAN current TTM snapshot as of 2024-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,1.296,5,5,ok,MEDIAN current TTM snapshot as of 2024-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,,0,0,missing,no valid current observations across the basket; excluded from price metrics: none
fcf_yield,,0,0,missing,no valid current observations across the basket; excluded from price metrics: none
net_margin,0.1773,2,2,ok,MEDIAN current TTM snapshot as of 2024-08-10
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,-0.0016,2,2,ok,MEDIAN current TTM snapshot as of 2024-08-10
earnings_growth_yoy,0.0382,5,5,ok,MEDIAN current TTM snapshot as of 2024-08-10
