symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
WMT,0000104169,current,2024-04-30,USD,67.95,2024-08-09,8043543330,2024-06-05,19104000000.0,651571000000.0,,27613000000.0,12136000000.0,35342000000.0,20853000000.0,81293000000,37793000000,9405000000,546558769274.0,574946769274.0,39749000000.0,14489000000.0,28.6097,0.8388,6.7233,14.4644,0.02651,0.0293,,0.0567,0.6911,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
COST,0000909832,current,2024-05-12,USD,854.93,2024-08-09,443335024,2024-05-29,7173000000.0,253695000000.0,,9024000000.0,2219000000.0,12106000000.0,4689000000.0,21771000000,,10404000000,379020412068.0,368616412068.0,11243000000.0,7417000000.0,52.8399,1.494,17.4094,32.7863,0.019569,0.0283,,0.0775,0.1955,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
KO,0000021344,current,2024-06-28,USD,68.68,2024-08-09,4309868150,2024-07-25,10648000000.0,46465000000.0,28127000000.0,10316000000.0,1092000000.0,11083000000.0,2029000000.0,25853000000,38085000000,13708000000,296001744542.0,320378744542.0,11408000000.0,9054000000.0,27.7988,6.3704,11.4494,28.0837,0.030588,0.2292,0.6053,0.0527,0.0131,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
PEP,0000077476,current,2024-06-15,USD,172.39,2024-08-09,1373572400,2024-07-05,9519000000.0,92054000000.0,50115000000.0,12463000000.0,3059000000.0,12738000000.0,5706000000.0,19446000000,36638000000,6353000000,236790146036.0,267075146036.0,15522000000.0,7032000000.0,24.8755,2.5723,12.1768,17.2062,0.029697,0.1034,0.5444,0.0213,0.2049,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
MDLZ,0001103982,current,2024-06-30,USD,69.72,2024-08-09,1335797706,2024-07-25,3947000000.0,35976000000.0,14511000000.0,6153000000.0,1258000000.0,4887000000.0,1283000000.0,27689000000,16141000000,1471000000,93131816062.0,107801816062.0,7411000000.0,3604000000.0,23.5956,2.5887,3.3635,14.5462,0.038698,0.1097,0.4034,0.0541,-0.0466,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
HSY,0000047111,current,2024-06-30,USD,201.5,2024-08-09,204392926,2023-12-31,1845966000.0,11014327000.0,4993221000.0,2546199000.0,438213000.0,2168122000.0,784061000.0,4009866000,3489393000,467058000,41185174589.0,44207509589.0,2984412000.0,1384061000.0,22.3109,3.7392,10.271,14.8128,0.033606,0.1676,0.4533,0.0144,0.0313,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
MNST,0000865752,current,2024-06-30,USD,46.06,2024-08-09,979543967,2024-07-31,1687091000.0,7385831000.0,3968771000.0,2013640000.0,76427000.0,1803024000.0,264815000.0,5866323000,748740000,1564734000,45117795120.0,44301801120.0,2090067000.0,1538209000.0,26.743,6.1087,7.691,21.1964,0.034093,0.2284,0.5373,0.1038,0.1754,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-08-10,ok,
BASKET_AVG,,current,2024-08-10,USD,,,,,,,,,,,,,,,,,,,26.743,2.5887,10.271,17.2062,0.030588,0.1097,0.5373,0.0541,0.1754,Twelve Data latest close,current TTM basket median filed<=2024-08-10,aggregate,median over current company observations with valid values
