symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-12-27,USD,273.68,2026-02-10,14681140000,2026-01-16,117777000000.0,435617000000.0,206157000000.0,141070000000.0,11832000000.0,135472000000.0,12148000000.0,88190000000,88500000000,45317000000,4017934395200.0,4061117395200.0,152902000000.0,123324000000.0,34.1148,9.2235,45.56,26.5603,0.030693,0.2704,0.4733,0.1007,0.2249,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
MSFT,0000789019,current,2025-12-31,USD,413.27,2026-02-10,7425629076,2026-01-22,119262000000.0,305453000000.0,209499000000.0,142559000000.0,,160506000000.0,83094000000.0,390875000000,40262000000,24296000000,3068789728239.0,3084755728239.0,,77412000000.0,25.7315,10.0467,7.8511,,0.025226,0.3904,0.6859,0.1667,0.2858,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
GOOG,0001652044,current,2025-12-31,USD,318.63,2026-02-10,12088000000,2025-12-31,132170000000.0,402837000000.0,,129039000000.0,,164713000000.0,91447000000.0,415265000000,49085000000,30708000000,3851599440000.0,3869976440000.0,,73266000000.0,29.1413,9.5612,9.275,,0.019022,0.3281,,0.1509,0.3201,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
META,0001326801,current,2025-12-31,USD,670.72,2026-02-10,2574000000,2025-12-31,60458000000.0,200965000000.0,,83276000000.0,18616000000.0,115800000000.0,69691000000.0,217243000000,58744000000,35873000000,1726433280000.0,1749304280000.0,101892000000.0,46109000000.0,28.5559,8.5907,7.947,17.1682,0.026708,0.3008,,0.2217,-0.0305,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
ADBE,0000796343,current,2025-11-28,USD,264.67,2026-02-10,410500000,2026-01-09,7130000000.0,23769000000.0,21218000000.0,8706000000.0,818000000.0,10031000000.0,179000000.0,11623000000,6210000000,5431000000,108647035000.0,109426035000.0,9524000000.0,9852000000.0,15.238,4.571,9.3476,11.4895,0.090679,0.3,0.8927,0.1053,0.2824,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
CRM,0001108524,current,2025-10-31,USD,193.45,2026-02-10,937000000,2025-11-28,7222000000.0,40317000000.0,31338000000.0,8282000000.0,911000000.0,13502000000.0,607000000.0,60021000000,8438000000,8978000000,181262650000.0,180722650000.0,9193000000.0,12895000000.0,25.0987,4.4959,3.02,19.6587,0.07114,0.1791,0.7773,0.0841,0.2168,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
NOW,0001373715,current,2025-12-31,USD,106.48,2026-02-10,1046000000,2026-01-23,1748000000.0,13278000000.0,10295000000.0,1824000000.0,738000000.0,5444000000.0,868000000.0,12964000000,,3726000000,111378080000.0,107652080000.0,2562000000.0,4576000000.0,63.7174,8.3882,8.5913,42.0188,0.041085,0.1316,0.7753,0.2088,0.2267,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
ACN,0001467373,current,2025-11-30,USD,240.86,2026-02-10,626043040,2025-11-30,7611100000.0,70725557000.0,,10150885000.0,,12116010000.0,604416000.0,30867503000,5031646000,9649405000,150788726614.0,146170967614.0,,11511594000.0,19.8117,2.132,4.885,,0.076343,0.1076,,0.0658,0.0054,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
IBM,0000051143,current,2025-09-30,USD,291.76,2026-02-10,934735206,2025-09-30,7907000000.0,65403000000.0,37807000000.0,,,13483000000.0,1012000000.0,27905000000,55174000000,11569000000,272718343703.0,316323343703.0,,12471000000.0,34.4907,4.1698,9.7731,,0.045728,0.1209,0.5781,0.0451,0.236,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-02-10,ok,
BASKET_AVG,,current,2026-02-10,USD,,,,,,,,,,,,,,,,,,,28.5559,8.3882,8.5913,19.6587,0.041085,0.2704,0.7306,0.1053,0.2267,Twelve Data latest close,current TTM basket median filed<=2026-02-10,aggregate,median over current company observations with valid values
