symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2024-09-28,USD,247.77,2024-12-10,15115823000,2024-10-18,93736000000.0,391035000000.0,180683000000.0,123216000000.0,11445000000.0,118254000000.0,9447000000.0,56950000000,96662000000,29943000000,3745247464710.0,3811966464710.0,134661000000.0,108807000000.0,39.9553,9.5778,65.7638,28.3079,0.029052,0.2397,0.4621,0.0202,-0.0336,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
MSFT,0000789019,current,2024-09-30,USD,443.33,2024-12-10,7434000000,2024-06-30,90512000000.0,254190000000.0,176279000000.0,113090000000.0,,122145000000.0,49483000000.0,287723000000,45117000000,20840000000,3295715220000.0,3319992220000.0,,72662000000.0,36.4119,12.9656,11.4545,,0.022047,0.3561,0.6935,0.1644,0.174,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
GOOG,0001652044,current,2024-09-30,USD,186.53,2024-12-10,12264000000,2024-09-30,94269000000.0,339859000000.0,,105115000000.0,,105101000000.0,49278000000.0,314119000000,12297000000,19959000000,2287603920000.0,2279941920000.0,,55823000000.0,24.2668,6.731,7.2826,,0.024402,0.2774,,0.1438,0.4127,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
META,0001326801,current,2024-09-30,USD,619.32,2024-12-10,2615000000,2024-09-30,55539000000.0,156226000000.0,,62399000000.0,14210000000.0,82744000000.0,30644000000.0,164529000000,28823000000,43852000000,1619521800000.0,1604492800000.0,76609000000.0,52100000000.0,29.1601,10.3665,9.8434,20.9439,0.03217,0.3555,,0.2306,0.8679,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
ADBE,0000796343,current,2024-08-30,USD,547.05,2024-12-10,440200000,2024-09-20,5360000000.0,20947000000.0,18571000000.0,6527000000.0,861000000.0,6732000000.0,182000000.0,14545000000,4128000000,7193000000,240811410000.0,237746410000.0,7388000000.0,6550000000.0,44.9275,11.4962,16.5563,32.1801,0.0272,0.2559,0.8866,0.1091,0.0467,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
CRM,0001108524,current,2024-10-31,USD,348.82,2024-12-10,957000000,2024-11-27,5935000000.0,37189000000.0,28615000000.0,7007000000.0,694000000.0,12525000000.0,651000000.0,58525000000,8432000000,7997000000,333820740000.0,334255740000.0,7701000000.0,11874000000.0,56.2461,8.9763,5.7039,43.4042,0.03557,0.1596,0.7694,0.0953,1.2897,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
NOW,0001373715,current,2024-09-30,USD,225.568,2024-12-10,206000000,2024-09-30,1336000000.0,10464000000.0,8292000000.0,1260000000.0,564000000.0,4237000000.0,860000000.0,9290000000,,1885000000,46467008000.0,44582008000.0,1824000000.0,3377000000.0,34.7807,4.4407,5.0018,24.4419,0.072675,0.1277,0.7924,0.2348,-0.1576,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
ACN,0001467373,current,2024-08-31,USD,362.9,2024-12-10,635940044,2024-08-31,7264787000.0,64896464000.0,,9595847000.0,,9131027000.0,516509000.0,28288646000,78628000,5004469000,230782641968.0,225856800968.0,,8614518000.0,31.7673,3.5562,8.1581,,0.037327,0.1119,,0.0122,0.0572,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
IBM,0000051143,current,2024-09-30,USD,231.72,2024-12-10,924645152,2024-09-30,6397000000.0,62581000000.0,35379000000.0,,,13578000000.0,1045000000.0,24448000000,52980000000,13197000000,214258774621.0,254041774621.0,,12533000000.0,33.4936,3.4237,8.7639,,0.058495,0.1022,0.5653,0.0231,-0.0761,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-12-10,ok,
BASKET_AVG,,current,2024-12-10,USD,,,,,,,,,,,,,,,,,,,34.7807,8.9763,8.7639,28.3079,0.03217,0.2397,0.73145,0.1091,0.0572,Twelve Data latest close,current TTM basket median filed<=2024-12-10,aggregate,median over current company observations with valid values
