metric,value,n_companies,n_observations,status,comment
pe,18.6159,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,2.4903,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,5.6464,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,17.1151,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.064144,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.0508,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0773,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only
earnings_growth_yoy,0.0768,5,5,ok,MEDIAN current TTM snapshot as of 2026-09-10; refresh_mode=prices-only
