metric,value,n_companies,n_observations,status,comment
pe,17.6135,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,2.681,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,5.8529,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,21.3071,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.048949,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.0594,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0469,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06
earnings_growth_yoy,-0.1037,5,5,ok,MEDIAN current TTM snapshot as of 2026-06-06
