metric,value,n_companies,n_observations,status,comment
pe,15.0356,3,3,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
ps,2.9742,3,3,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
pb,3.4257,3,3,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
ev_ebitda,9.701,2,2,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
fcf_yield,0.043128,3,3,ok,MEDIAN current TTM snapshot as of 2025-06-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: GOLD
net_margin,0.2577,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10
gross_margin,0.25435,2,2,ok,MEDIAN current TTM snapshot as of 2025-06-10
revenue_growth_yoy,0.15005,4,4,ok,MEDIAN current TTM snapshot as of 2025-06-10
earnings_growth_yoy,0.043,5,5,ok,MEDIAN current TTM snapshot as of 2025-06-10
