metric,value,n_companies,n_observations,status,comment
pe,47.4798,7,7,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,11.298,7,7,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.8088,7,7,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,23.1819,4,4,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.041694,1,1,ok,MEDIAN current TTM snapshot as of 2026-06-06; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.218,7,7,ok,MEDIAN current TTM snapshot as of 2026-06-06
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0672,7,7,ok,MEDIAN current TTM snapshot as of 2026-06-06
earnings_growth_yoy,0.3291,7,7,ok,MEDIAN current TTM snapshot as of 2026-06-06
