symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2026-06-27,USD,308.26,2026-08-10,14594180000,2026-07-17,128930000000.0,466823000000.0,227123000000.0,154859000000.0,13100000000.0,146724000000.0,10041000000.0,107520000000,82300000000,39544000000,4498801926800.0,4541557926800.0,167959000000.0,136683000000.0,34.8934,9.6371,41.8415,27.0397,0.030382,0.2762,0.4865,0.1424,0.2987,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10,ok,
MSFT,0000789019,current,2026-06-30,USD,506.06,2026-08-10,7425545491,2026-07-23,133749000000.0,331839000000.0,225465000000.0,155237000000.0,,182935000000.0,115948000000.0,442387000000,40294000000,20935000000,3757771551175.0,3777130551175.0,,66987000000.0,28.0957,11.3241,8.4943,,0.017826,0.4031,0.6794,0.1779,0.3134,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10,ok,
GOOG,0001652044,current,2026-06-30,USD,355.84,2026-08-10,12230000000,2026-06-30,244205000000.0,445867000000.0,,147628000000.0,,185675000000.0,132402000000.0,640480000000,49085000000,55911000000,4351923200000.0,4345097200000.0,,53273000000.0,17.8208,9.7606,6.7948,,0.012241,0.5477,,0.2005,1.113,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10,ok,
META,0001326801,current,2026-06-30,USD,594.92,2026-08-10,2565000000,2026-06-30,68098000000.0,228247000000.0,,86927000000.0,22729000000.0,130301000000.0,89325000000.0,261221000000,83664000000,15462000000,1525969800000.0,1594171800000.0,109656000000.0,40976000000.0,22.4084,6.6856,5.8417,14.5379,0.026852,0.2984,,0.2765,-0.0477,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10,ok,
ADBE,0000796343,current,2026-05-29,USD,272.96,2026-08-10,397500000,2026-06-11,7229000000.0,25198000000.0,22528000000.0,9090000000.0,759000000.0,10481000000.0,201000000.0,11518000000,4802000000,4919000000,108501600000.0,108384600000.0,9849000000.0,10280000000.0,15.0092,4.306,9.4202,11.0046,0.094745,0.2869,0.894,0.1149,0.0524,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-08-10 prices-only update",ok,prices-only refresh from fyn_technology_current_20260710.csv
CRM,0001108524,current,2026-04-30,USD,197.51,2026-08-10,819000000,2026-05-21,8023000000.0,42829000000.0,33254000000.0,8736000000.0,1342000000.0,15221000000.0,560000000.0,34235000000,39280000000,8935000000,161760690000.0,192105690000.0,10078000000.0,14661000000.0,20.1621,3.7769,4.725,19.0619,0.090634,0.1873,0.7764,0.1098,0.293,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-06; reused, not refetched for 2026-08-10 prices-only update",ok,"anchor=2026-06-20, close_date=2026-06-18; prices-only refresh from fyn_technology_current_20260710.csv"
NOW,0001373715,current,2026-06-30,USD,127.44,2026-08-10,1034000000,2026-06-30,1670000000.0,14732000000.0,11015000000.0,1680000000.0,1071000000.0,5308000000.0,728000000.0,12516000000,5435000000,2503000000,131772960000.0,134704960000.0,2751000000.0,4580000000.0,78.906,8.9447,10.5284,48.9658,0.034757,0.1134,0.7477,0.2219,0.0054,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10,ok,
ACN,0001467373,current,2026-05-31,USD,178.25,2026-08-10,621337104,2026-05-31,7789752000.0,73100595000.0,,10592234000.0,,13182094000.0,600406000.0,31890566000,5029449000,10165245000,110753338788.0,105617542788.0,,12581688000.0,14.2178,1.5151,3.4729,,0.113601,0.1066,,0.0674,-0.02,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-08-10 prices-only update",ok,prices-only refresh from fyn_technology_current_20260710.csv
IBM,0000051143,current,2026-06-30,USD,236.31,2026-08-10,942134390,2026-06-30,10725000000.0,69096000000.0,40145000000.0,,,14888000000.0,1098000000.0,34452000000,56212000000,7172000000,222635777701.0,271675777701.0,,13790000000.0,20.7586,3.2221,6.4622,,0.06194,0.1552,0.581,0.079,0.8387,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-08-10,ok,
BASKET_AVG,,current,2026-08-10,USD,,,,,,,,,,,,,,,,,,,20.7586,6.6856,6.7948,19.0619,0.034757,0.2762,0.71355,0.1424,0.293,current EOD close,current TTM basket median; refresh_mode=incremental,aggregate,median over current company observations; refresh_mode=incremental
