metric,value,n_companies,n_observations,status,comment
pe,12.9408,5,5,ok,MEDIAN current TTM snapshot as of 2025-02-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,1.5908,5,5,ok,MEDIAN current TTM snapshot as of 2025-02-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.2953,5,5,ok,MEDIAN current TTM snapshot as of 2025-02-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,5.69,2,2,ok,MEDIAN current TTM snapshot as of 2025-02-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.067206,3,3,ok,MEDIAN current TTM snapshot as of 2025-02-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.1229,5,5,ok,MEDIAN current TTM snapshot as of 2025-02-10
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,-0.0032,5,5,ok,MEDIAN current TTM snapshot as of 2025-02-10
earnings_growth_yoy,-0.1119,5,5,ok,MEDIAN current TTM snapshot as of 2025-02-10
