symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
FCX,0000831259,current,2026-03-31,USD,61.52,2026-07-10,1437559865,2026-04-30,2798000000.0,25866000000.0,,7352000000.0,2292000000.0,6047000000.0,4295000000.0,19505000000,9414000000,3737000000,88438682895.0,94115682895.0,9644000000.0,1752000000.0,31.6078,3.4191,4.5342,9.759,0.01981,0.1082,,0.0544,0.8408,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_commodities_current_20260620.csv
SCCO,0001001838,current,2026-03-31,USD,175.83,2026-07-10,826065041,2026-04-29,4967700000.0,14549500000.0,,7946600000.0,870400000.0,5725200000.0,1449400000.0,11787600000,6750700000,4915400000,145247016159.0,147082316159.0,8817000000.0,4275800000.0,29.2383,9.983,12.322,16.6817,0.029438,0.3414,,0.217,0.3849,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_commodities_current_20260620.csv
ALB,0000915913,current,2026-03-31,USD,126.05,2026-07-10,117934651,2026-04-29,-232885000.0,5494583000.0,1013386000.0,-153339000.0,654729000.0,1081304000.0,505853000.0,9850174000,1881831000,1089809000,14865662759.0,15657684759.0,501390000.0,575451000.0,-63.8326,2.7055,1.5092,31.2286,0.03871,-0.0424,0.1844,0.0787,-0.7958,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_commodities_current_20260620.csv
NEM,0001164727,current,2026-03-31,USD,95.29,2026-07-10,1067552764,2026-04-16,8456000000.0,24966000000.0,,,2560000000.0,12088000000.0,2850000000.0,34926000000,5079000000,8775000000,101727102882.0,98031102882.0,,9238000000.0,12.0302,4.0746,2.9126,,0.090812,0.3387,,0.2693,0.6682,Nasdaq historical API close; prices-only refresh,"SEC EDGAR XBRL companyconcept TTM filed<=2026-06-20; reused, not refetched for 2026-07-10 prices-only update",ok,prices-only refresh from fyn_commodities_current_20260620.csv
BASKET_AVG,,current,2026-07-10,USD,,,,,,,,,,,,,,,,,,,29.2383,3.74685,3.7234,16.6817,0.034074,0.22345,0.1844,0.14785,0.52655,current EOD close,current TTM basket median; refresh_mode=prices-only,aggregate,median over current company observations; refresh_mode=prices-only
