metric,value,n_companies,n_observations,status,comment
pe,25.2587,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,2.0851,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,6.93045,4,4,ok,MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,16.5256,5,5,ok,MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.036601,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.0996,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10
gross_margin,0.377,4,4,ok,MEDIAN current TTM snapshot as of 2025-11-10
revenue_growth_yoy,0.0489,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10
earnings_growth_yoy,0.00545,6,6,ok,MEDIAN current TTM snapshot as of 2025-11-10
