metric,value,n_companies,n_observations,status,comment
pe,26.4357,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,5.4213,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,4.6219,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,23.69915,4,4,ok,MEDIAN current TTM snapshot as of 2025-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.028989,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.1395,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10
gross_margin,0.6744,4,4,ok,MEDIAN current TTM snapshot as of 2025-08-10
revenue_growth_yoy,0.0585,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10
earnings_growth_yoy,0.2455,7,7,ok,MEDIAN current TTM snapshot as of 2025-08-10
