symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-12-27,USD,260.83,2026-03-10,14681140000,2026-01-16,117777000000.0,435617000000.0,206157000000.0,141070000000.0,11832000000.0,135472000000.0,12148000000.0,88190000000,88500000000,45317000000,3829281746200.0,3872464746200.0,152902000000.0,123324000000.0,32.513,8.7905,43.4208,25.3264,0.032206,0.2704,0.4733,0.1007,0.2249,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
MSFT,0000789019,current,2025-12-31,USD,405.76,2026-03-10,7425629076,2026-01-22,119262000000.0,305453000000.0,209499000000.0,142559000000.0,,160506000000.0,83094000000.0,390875000000,40262000000,24296000000,3013023253878.0,3028989253878.0,,77412000000.0,25.2639,9.8641,7.7084,,0.025692,0.3904,0.6859,0.1667,0.2858,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
GOOG,0001652044,current,2025-12-31,USD,306.93,2026-03-10,12088000000,2025-12-31,132170000000.0,402837000000.0,,129039000000.0,,164713000000.0,91447000000.0,415265000000,49085000000,30708000000,3710169840000.0,3728546840000.0,,73266000000.0,28.0712,9.2101,8.9345,,0.019747,0.3281,,0.1509,0.3201,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
META,0001326801,current,2025-12-31,USD,654.07,2026-03-10,2574000000,2025-12-31,60458000000.0,200965000000.0,,83276000000.0,18616000000.0,115800000000.0,69691000000.0,217243000000,58744000000,35873000000,1683576180000.0,1706447180000.0,101892000000.0,46109000000.0,27.847,8.3775,7.7497,16.7476,0.027388,0.3008,,0.2217,-0.0305,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
ADBE,0000796343,current,2025-11-28,USD,275.13,2026-03-10,410500000,2026-01-09,7130000000.0,23769000000.0,21218000000.0,8706000000.0,818000000.0,10031000000.0,179000000.0,11623000000,6210000000,5431000000,112940865000.0,113719865000.0,9524000000.0,9852000000.0,15.8402,4.7516,9.717,11.9403,0.087231,0.3,0.8927,0.1053,0.2824,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
CRM,0001108524,current,2026-01-31,USD,194.91,2026-03-10,923000000,2026-02-25,7457000000.0,41525000000.0,32255000000.0,8331000000.0,1200000000.0,14996000000.0,594000000.0,59142000000,14439000000,7327000000,179901930000.0,187013930000.0,9531000000.0,14402000000.0,24.1252,4.3324,3.0419,19.6216,0.080055,0.1796,0.7768,0.0958,0.2033,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
NOW,0001373715,current,2025-12-31,USD,116.61,2026-03-10,1046000000,2026-01-23,1748000000.0,13278000000.0,10295000000.0,1824000000.0,738000000.0,5444000000.0,868000000.0,12964000000,,3726000000,121974060000.0,118248060000.0,2562000000.0,4576000000.0,69.7792,9.1862,9.4087,46.1546,0.037516,0.1316,0.7753,0.2088,0.2267,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
ACN,0001467373,current,2025-11-30,USD,201.63,2026-03-10,626043040,2025-11-30,7611100000.0,70725557000.0,,10150885000.0,,12116010000.0,604416000.0,30867503000,5031646000,9649405000,126229058155.0,121611299155.0,,11511594000.0,16.5849,1.7848,4.0894,,0.091196,0.1076,,0.0658,0.0054,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
IBM,0000051143,current,2025-12-31,USD,250.2,2026-03-10,938034404,2026-02-10,10593000000.0,67535000000.0,39296000000.0,,,13193000000.0,1091000000.0,32648000000,54836000000,13587000000,234696207881.0,275945207881.0,,12102000000.0,22.1558,3.4752,7.1887,,0.051565,0.1569,0.5819,0.0762,0.7588,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-03-10,ok,
BASKET_AVG,,current,2026-03-10,USD,,,,,,,,,,,,,,,,,,,25.2639,8.3775,7.7497,19.6216,0.037516,0.2704,0.7306,0.1053,0.2267,Twelve Data latest close,current TTM basket median filed<=2026-03-10,aggregate,median over current company observations with valid values
