metric,value,n_companies,n_observations,status,comment
pe,12.8655,6,6,ok,MEDIAN current TTM snapshot as of 2026-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ps,1.4189,6,6,ok,MEDIAN current TTM snapshot as of 2026-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
pb,2.27435,6,6,ok,MEDIAN current TTM snapshot as of 2026-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
ev_ebitda,14.5298,2,2,ok,MEDIAN current TTM snapshot as of 2026-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
fcf_yield,0.106326,4,4,ok,MEDIAN current TTM snapshot as of 2026-04-10; price ratios exclude negatives and ADR/foreign-share exceptions; excluded from price metrics: none
net_margin,0.1502,7,7,ok,MEDIAN current TTM snapshot as of 2026-04-10
gross_margin,,0,0,missing,no valid current observations across the basket
revenue_growth_yoy,0.0654,7,7,ok,MEDIAN current TTM snapshot as of 2026-04-10
earnings_growth_yoy,0.0246,7,7,ok,MEDIAN current TTM snapshot as of 2026-04-10
