symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-06-28,USD,229.35,2025-08-08,14840390000,2025-07-18,99280000000.0,408625000000.0,190739000000.0,130214000000.0,11482000000.0,108565000000.0,12381000000.0,65830000000,91800000000,36269000000,3403643446500.0,3459174446500.0,141696000000.0,96184000000.0,34.2833,8.3295,51.7035,24.4126,0.028259,0.243,0.4668,0.0597,-0.0262,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
MSFT,0000789019,current,2025-06-30,USD,522.04,2025-08-08,7433166379,2025-07-24,101832000000.0,281724000000.0,193893000000.0,128528000000.0,,136162000000.0,64551000000.0,343479000000,43151000000,30242000000,3880410176493.0,3893319176493.0,,71611000000.0,38.106,13.7738,11.2974,,0.018454,0.3615,0.6882,0.1493,0.1554,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
GOOG,0001652044,current,2025-06-30,USD,202.09,2025-08-08,12104000000,2025-06-30,115573000000.0,371399000000.0,,121370000000.0,,133708000000.0,66980000000.0,362916000000,10886000000,21036000000,2446097360000.0,2435947360000.0,,66728000000.0,21.165,6.5862,6.7401,,0.027279,0.3112,,0.1313,0.3185,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
META,0001326801,current,2025-06-30,USD,769.3,2025-08-08,2580000000,2025-06-30,71507000000.0,178804000000.0,,78710000000.0,16729000000.0,102299000000.0,52162000000.0,195070000000,28826000000,12005000000,1984794000000.0,2001615000000.0,95439000000.0,50137000000.0,27.7566,11.1004,10.1748,20.9727,0.025261,0.3999,,0.1938,0.3903,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
ADBE,0000796343,current,2025-05-30,USD,341.05,2025-08-08,424200000,2025-06-20,6869000000.0,22601000000.0,20171000000.0,8221000000.0,857000000.0,9615000000.0,178000000.0,11448000000,6166000000,4931000000,144673410000.0,145908410000.0,9078000000.0,9437000000.0,21.0618,6.4012,12.6374,16.0727,0.06523,0.3039,0.8925,0.1063,0.3524,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
CRM,0001108524,current,2025-04-30,USD,240.51,2025-08-08,956000000,2025-05-22,6205000000.0,38591000000.0,29845000000.0,7438000000.0,964000000.0,13321000000.0,674000000.0,60666000000,8435000000,10928000000,229927560000.0,227434560000.0,8402000000.0,12647000000.0,37.0552,5.9581,3.7901,27.0691,0.055004,0.1608,0.7734,0.0797,0.1344,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
NOW,0001373715,current,2025-06-30,USD,174.502,2025-08-08,208000000,2025-06-30,1661000000.0,12057000000.0,9467000000.0,1601000000.0,630000000.0,4699000000.0,850000000.0,10932000000,,3124000000,36296416000.0,33172416000.0,2231000000.0,3849000000.0,21.8521,3.0104,3.3202,14.8689,0.106044,0.1378,0.7852,0.2112,0.4494,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
ACN,0001467373,current,2025-05-31,USD,239.2,2025-08-08,633104104,2025-05-31,7948771000.0,68482536000.0,,10529641000.0,,10949683000.0,705760000.0,30554725000,5035975000,9631607000,151438501677.0,146842869677.0,,10243923000.0,19.0518,2.2113,4.9563,,0.067644,0.1161,,0.0621,0.1431,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
IBM,0000051143,current,2025-06-30,USD,242.27,2025-08-08,931519242,2025-06-30,5833000000.0,64040000000.0,36867000000.0,,,13282000000.0,1043000000.0,27509000000,55219000000,11943000000,225679166759.0,268955166759.0,,12239000000.0,38.6901,3.524,8.2038,,0.054232,0.0911,0.5757,0.0269,-0.3081,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-08-10,ok,
BASKET_AVG,,current,2025-08-10,USD,,,,,,,,,,,,,,,,,,,27.7566,6.4012,8.2038,20.9727,0.054232,0.243,0.7308,0.1063,0.1554,Twelve Data latest close,current TTM basket median filed<=2025-08-10,aggregate,median over current company observations with valid values
