symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2025-03-29,USD,212.41,2025-07-10,14935826000,2025-04-18,97294000000.0,400366000000.0,186699000000.0,127364000000.0,11502000000.0,109556000000.0,11070000000.0,66796000000,92200000000,28162000000,3172518800660.0,3236556800660.0,138866000000.0,98486000000.0,32.6075,7.924,47.4956,23.307,0.031043,0.243,0.4663,0.0491,-0.0308,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
MSFT,0000789019,current,2025-03-31,USD,501.48,2025-07-10,7432543865,2025-04-24,96635000000.0,270010000000.0,186509000000.0,122130000000.0,,130710000000.0,61345000000.0,321891000000,42881000000,28828000000,3727272097420.0,3741325097420.0,,69365000000.0,38.5706,13.8042,11.5793,,0.01861,0.3579,0.6907,0.1413,0.1213,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
GOOG,0001652044,current,2025-03-31,USD,178.7,2025-07-10,12155000000,2025-03-31,110996000000.0,359713000000.0,,117524000000.0,,132601000000.0,57720000000.0,345267000000,10886000000,23264000000,2172098500000.0,2159720500000.0,,74881000000.0,19.5692,6.0384,6.2911,,0.034474,0.3086,,0.1307,0.3469,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
META,0001326801,current,2025-03-31,USD,727.24,2025-07-10,2590000000,2025-03-31,66635000000.0,170359000000.0,,73116000000.0,16024000000.0,96108000000.0,43797000000.0,185029000000,28826000000,28750000000,1883551600000.0,1883627600000.0,89140000000.0,52311000000.0,28.2667,11.0564,10.1798,21.1311,0.027773,0.3911,,0.1937,0.4563,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
ADBE,0000796343,current,2025-05-30,USD,371.43,2025-07-10,424200000,2025-06-20,6869000000.0,22601000000.0,20171000000.0,8221000000.0,857000000.0,9615000000.0,178000000.0,11448000000,6166000000,4931000000,157560606000.0,158795606000.0,9078000000.0,9437000000.0,22.9379,6.9714,13.7632,17.4924,0.059894,0.3039,0.8925,0.1063,0.3524,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
CRM,0001108524,current,2025-04-30,USD,263.97,2025-07-10,956000000,2025-05-22,6205000000.0,38591000000.0,29845000000.0,7438000000.0,964000000.0,13321000000.0,674000000.0,60666000000,8435000000,10928000000,252355320000.0,249862320000.0,8402000000.0,12647000000.0,40.6697,6.5392,4.1597,29.7384,0.050116,0.1608,0.7734,0.0797,0.1344,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
NOW,0001373715,current,2025-03-31,USD,193.618,2025-07-10,207000000,2025-03-31,1538000000.0,11469000000.0,9051000000.0,1483000000.0,594000000.0,4603000000.0,922000000.0,10139000000,,3369000000,40078926000.0,36709926000.0,2077000000.0,3681000000.0,26.0591,3.4945,3.9529,17.6745,0.091844,0.1341,0.7892,0.2101,-0.2023,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
ACN,0001467373,current,2025-05-31,USD,288.36,2025-07-10,633104104,2025-05-31,7948771000.0,68482536000.0,,10529641000.0,,10949683000.0,705760000.0,30554725000,5035975000,9631607000,182561899429.0,177966267429.0,,10243923000.0,22.9673,2.6658,5.9749,,0.056112,0.1161,,0.0621,0.1431,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
IBM,0000051143,current,2025-03-31,USD,287.43,2025-07-10,929396575,2025-03-31,5473000000.0,62833000000.0,35840000000.0,,,13647000000.0,1053000000.0,26880000000,56371000000,11035000000,267136457552.0,312472457552.0,,12594000000.0,48.8099,4.2515,9.9381,,0.047144,0.0871,0.5704,0.0123,-0.3309,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-07-10,ok,
BASKET_AVG,,current,2025-07-10,USD,,,,,,,,,,,,,,,,,,,28.2667,6.5392,9.9381,21.1311,0.047144,0.243,0.73205,0.1063,0.1344,Twelve Data latest close,current TTM basket median filed<=2025-07-10,aggregate,median over current company observations with valid values
