symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
NEE,0000753308,current,2024-12-31,USD,66.72,2025-04-10,2057026280,2025-01-31,6945000000.0,23400000000.0,,7480000000.0,5462000000.0,13260000000.0,,50101000000,,1487000000,137244793402.0,135757793402.0,12942000000.0,,19.7617,5.8652,2.7394,10.4897,,0.2968,,-0.0565,-0.0499,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
DUK,0001326160,current,2024-12-31,USD,116.84,2025-04-10,776461008,2025-01-31,4524000000.0,30050000000.0,,7926000000.0,6419000000.0,12328000000.0,12280000000.0,50127000000,76340000000,314000000,90721704175.0,166747704175.0,14345000000.0,48000000.0,20.0534,3.019,1.8098,11.6241,0.000529,0.1505,,0.048,0.5975,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
SO,0000092122,current,2024-12-31,USD,88.89,2025-04-10,1096802197,2025-01-31,4260000000.0,26724000000.0,,7068000000.0,5266000000.0,9788000000.0,8955000000.0,33208000000,58768000000,1070000000,97494747291.0,155192747291.0,12334000000.0,833000000.0,22.8861,3.6482,2.9359,12.5825,0.008544,0.1594,,0.0583,0.1065,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
AEP,0000004904,current,2024-12-31,USD,103.2,2025-04-10,532907715,2024-12-31,2975800000.0,19969700000.0,,4303600000.0,,6804300000.0,,26943800000,42642800000,202900000,54996076188.0,97435976188.0,,,18.4811,2.754,2.0411,,,0.149,,0.0265,0.3449,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
D,0000715957,current,2024-12-31,USD,51.93,2025-04-10,852050458,2025-02-20,2124000000.0,14459000000.0,,3247000000.0,2345000000.0,5018000000.0,,27253000000,37525000000,310000000,44246980284.0,81461980284.0,5592000000.0,,20.8319,3.0602,1.6236,14.5676,,0.1469,,0.0046,0.0458,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-04-10,ok,
BASKET_AVG,,current,2025-04-10,USD,,,,,,,,,,,,,,,,,,,20.0534,3.0602,2.0411,12.1033,0.004536,0.1505,,0.0265,0.1065,Twelve Data latest close,current TTM basket median filed<=2025-04-10,aggregate,median over current company observations with valid values
