symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2024-12-28,USD,227.65,2025-02-10,15022073000,2025-01-17,96150000000.0,395760000000.0,184103000000.0,125675000000.0,11677000000.0,108294000000.0,9995000000.0,66758000000,94800000000,30299000000,3419774918450.0,3484275918450.0,137352000000.0,98299000000.0,35.5671,8.641,51.2264,25.3675,0.028744,0.243,0.4652,0.0261,-0.0472,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
MSFT,0000789019,current,2024-12-31,USD,412.22,2025-02-10,7433982235,2025-01-23,92750000000.0,261802000000.0,181715000000.0,117711000000.0,,125583000000.0,55552000000.0,302695000000,44970000000,17482000000,3064436156912.0,3091924156912.0,,70031000000.0,33.0397,11.7052,10.1238,,0.022853,0.3543,0.6941,0.1504,0.1237,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
GOOG,0001652044,current,2024-12-31,USD,188.2,2025-02-10,12211000000,2024-12-31,100118000000.0,350018000000.0,,112390000000.0,,125299000000.0,52535000000.0,325084000000,10883000000,23466000000,2298110200000.0,2285527200000.0,,72764000000.0,22.954,6.5657,7.0693,,0.031663,0.286,,0.1387,0.3567,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
META,0001326801,current,2024-12-31,USD,717.4,2025-02-10,2614000000,2024-12-31,62360000000.0,164500000000.0,,69379000000.0,15498000000.0,91328000000.0,37256000000.0,182637000000,28826000000,43889000000,1875283600000.0,1860220600000.0,84877000000.0,54072000000.0,30.0719,11.3999,10.2678,21.9167,0.028834,0.3791,,0.2194,0.595,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
ADBE,0000796343,current,2024-11-29,USD,451.1,2025-02-10,435300000,2025-01-03,5560000000.0,21505000000.0,19147000000.0,6741000000.0,857000000.0,8056000000.0,183000000.0,14105000000,4129000000,7613000000,196363830000.0,192879830000.0,7598000000.0,7873000000.0,35.3172,9.1311,13.9216,25.3856,0.040094,0.2585,0.8904,0.108,0.0243,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
CRM,0001108524,current,2024-10-31,USD,327.2,2025-02-10,957000000,2024-11-27,5935000000.0,37189000000.0,28615000000.0,7007000000.0,694000000.0,12525000000.0,651000000.0,58525000000,8432000000,7997000000,313130400000.0,313565400000.0,7701000000.0,11874000000.0,52.76,8.42,5.3504,40.7175,0.03792,0.1596,0.7694,0.0953,1.2897,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
NOW,0001373715,current,2024-12-31,USD,204.362,2025-02-10,206000000,2025-01-23,1425000000.0,10984000000.0,8697000000.0,1364000000.0,564000000.0,4267000000.0,852000000.0,9609000000,,2304000000,42098572000.0,39794572000.0,1928000000.0,3415000000.0,29.5429,3.8327,4.3812,20.6403,0.081119,0.1297,0.7918,0.2244,-0.1768,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
ACN,0001467373,current,2024-11-30,USD,386.89,2025-02-10,634656410,2024-11-30,7570237000.0,66361706000.0,,9979437000.0,,9654962000.0,599781000.0,29190495000,5039460000,8306055000,245542218465.0,242275623465.0,,9055181000.0,32.4352,3.7001,8.4117,,0.036878,0.1141,,0.0275,0.1003,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
IBM,0000051143,current,2024-09-30,USD,249.27,2025-02-10,924645152,2024-09-30,6397000000.0,62581000000.0,35379000000.0,,,13578000000.0,1045000000.0,24448000000,52980000000,13197000000,230486297039.0,270269297039.0,,12533000000.0,36.0304,3.683,9.4276,,0.054376,0.1022,0.5653,0.0231,-0.0761,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-02-10,ok,
BASKET_AVG,,current,2025-02-10,USD,,,,,,,,,,,,,,,,,,,33.0397,8.42,9.4276,25.3675,0.036878,0.243,0.73175,0.108,0.1003,Twelve Data latest close,current TTM basket median filed<=2025-02-10,aggregate,median over current company observations with valid values
