symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
AAPL,0000320193,current,2024-06-29,USD,229.04,2024-10-10,15204137000,2024-07-19,101956000000.0,385603000000.0,177231000000.0,120594000000.0,11187000000.0,113041000000.0,8702000000.0,66708000000,98300000000,25565000000,3482355538480.0,3555090538480.0,131781000000.0,104339000000.0,34.1555,9.0309,52.203,26.9773,0.029962,0.2644,0.4596,0.0043,0.0759,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
MSFT,0000789019,current,2024-06-30,USD,415.84,2024-10-10,7433038381,2024-07-25,88136000000.0,245122000000.0,171008000000.0,109433000000.0,,118548000000.0,44477000000.0,268477000000,44937000000,18315000000,3090954680355.0,3117576680355.0,,74071000000.0,35.0703,12.6099,11.5129,,0.023964,0.3596,0.6976,0.1567,0.218,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
GOOG,0001652044,current,2024-06-30,USD,163.18,2024-10-10,12322000000,2024-06-30,87657000000.0,328284000000.0,,97937000000.0,,105059000000.0,44272000000.0,300753000000,13238000000,27225000000,2010703960000.0,1996716960000.0,,60787000000.0,22.9383,6.1249,6.6856,,0.030232,0.267,,0.1338,0.4381,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
META,0001326801,current,2024-06-30,USD,583.83,2024-10-10,2619000000,2024-06-30,51434000000.0,149783000000.0,,58797000000.0,13042000000.0,78422000000.0,28882000000.0,156763000000,18385000000,32045000000,1529050770000.0,1515390770000.0,71839000000.0,49540000000.0,29.7284,10.2084,9.7539,21.0943,0.032399,0.3434,,0.2428,1.2814,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
ADBE,0000796343,current,2024-08-30,USD,503.57,2024-10-10,440200000,2024-09-20,5360000000.0,20947000000.0,18571000000.0,6527000000.0,861000000.0,6732000000.0,182000000.0,14545000000,4128000000,7193000000,221671514000.0,218606514000.0,7388000000.0,6550000000.0,41.3566,10.5825,15.2404,29.5894,0.029548,0.2559,0.8866,0.1091,0.0467,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
CRM,0001108524,current,2024-07-31,USD,290.17,2024-10-10,956000000,2024-08-23,5632000000.0,36465000000.0,27841000000.0,6615000000.0,742000000.0,12074000000.0,613000000.0,57633000000,8430000000,7682000000,277402520000.0,278150520000.0,7357000000.0,11461000000.0,49.2547,7.6074,4.8133,37.8076,0.041315,0.1544,0.7635,0.1026,2.5691,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
NOW,0001373715,current,2024-06-30,USD,188.926,2024-10-10,206000000,2024-06-30,1146000000.0,9955000000.0,7871000000.0,1073000000.0,566000000.0,3877000000.0,794000000.0,8666000000,,2159000000,38918756000.0,36759756000.0,1639000000.0,3083000000.0,33.9605,3.9095,4.491,22.4282,0.079216,0.1151,0.7907,0.2417,-0.1952,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
ACN,0001467373,current,2024-08-31,USD,361.07,2024-10-10,635940044,2024-08-31,7264787000.0,64896464000.0,,9595847000.0,,9131027000.0,516509000.0,28288646000,78628000,5004469000,229618871687.0,224693030687.0,,8614518000.0,31.6071,3.5382,8.117,,0.037517,0.1119,,0.0122,0.0572,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
IBM,0000051143,current,2024-06-30,USD,233.02,2024-10-10,921148195,2024-06-30,8431000000.0,62365000000.0,34982000000.0,,,13753000000.0,1040000000.0,24026000000,52929000000,12210000000,214645952399.0,255364952399.0,,12713000000.0,25.4591,3.4418,8.9339,,0.059228,0.1352,0.5609,0.0304,3.1655,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2024-10-10,ok,
BASKET_AVG,,current,2024-10-10,USD,,,,,,,,,,,,,,,,,,,33.9605,7.6074,8.9339,26.9773,0.032399,0.2559,0.73055,0.1091,0.218,Twelve Data latest close,current TTM basket median filed<=2024-10-10,aggregate,median over current company observations with valid values
