symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
LIN,0001707925,current,2025-09-30,USD,392.68,2025-12-10,466948930,2025-09-30,7093000000.0,33504000000.0,,9175000000.0,3726000000.0,10129000000.0,5053000000.0,38616000000,18592000000,4509000000,183361505832.0,197444505832.0,12901000000.0,5076000000.0,25.8511,5.4728,4.7483,15.3046,0.027683,0.2117,,0.0145,0.1112,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,ok,
APD,0000002969,current,2025-09-30,USD,236.71,2025-12-10,222590241,2025-10-31,-394500000.0,12037300000.0,,-877000000.0,1564200000.0,3256800000.0,7022600000.0,15024900000,,1856000000,52689335947.0,50833335947.0,687200000.0,-3765800000.0,-133.5598,4.3772,3.5068,73.9717,-0.071472,-0.0328,,-0.0052,-1.1031,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,ok,
SHW,0000089800,current,2025-09-30,USD,326.27,2025-12-10,247893513,2025-09-30,2571800000.0,23275600000.0,11376100000.0,,,3293600000.0,867200000.0,4425300000,9668600000,241500000,80880216487.0,90307316487.0,,2426400000.0,31.4489,3.4749,18.2768,,0.03,0.1105,0.4888,0.0096,0.0056,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,ok,
ECL,0000031462,current,2025-09-30,USD,257.45,2025-12-10,283235653,2025-09-30,1984600000.0,15890400000.0,,2608400000.0,,2629200000.0,1075900000.0,9719000000,8052700000,1955800000,72919018865.0,79015918865.0,,1553300000.0,36.7424,4.5889,7.5027,,0.021302,0.1249,,0.0138,-0.0294,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,ok,
CTVA,0001755672,current,2025-09-30,USD,65.1,2025-12-10,675732000,2025-10-29,1611000000.0,17469000000.0,,,1199000000.0,3204000000.0,550000000.0,25219000000,1688000000,2509000000,43990153200.0,43169153200.0,,2654000000.0,27.3061,2.5182,1.7443,,0.060332,0.0922,,0.05,1.2949,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,ok,
NTR,0001725964,current,,USD,59.0,2025-12-10,569260406,2020-12-31,,,,,,,,24407000000,,853000000,33586363954.0,32733363954.0,,,,,,,,,,,,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,missing,no clean TTM net_income: no quarterly/YTD facts filed<=as_of (0 quarters); no clean TTM revenue: no quarterly/YTD facts filed<=as_of (0 quarters); price-based ratios suppressed: SEC entityType=other (foreign/ADR entity not in US-only price basket)
FMC,0000037785,current,2025-09-30,USD,13.62,2025-12-10,124920067,2025-09-30,-533400000.0,3608400000.0,1376600000.0,22900000.0,173600000.0,-235400000.0,91900000.0,3773800000,3358900000,497700000,1701411313.0,4562611313.0,196500000.0,-327300000.0,-3.1897,0.4715,0.4508,23.2194,-0.19237,-0.1478,0.3815,-0.1342,-1.3664,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2025-12-10,ok,
BASKET_AVG,,current,2025-12-10,USD,,,,,,,,,,,,,,,,,,,29.3775,3.92605,4.12755,23.2194,0.028841,0.10135,0.43515,0.0117,-0.0119,Twelve Data latest close,current TTM basket median filed<=2025-12-10,aggregate,median over current company observations with valid values
