symbol,cik,fiscal_year,fy_end,currency,fy_end_close,close_date,shares_outstanding,shares_asof,net_income,revenue,gross_profit,operating_income,dep_amort,op_cash_flow,capex,equity,debt,cash,market_cap,enterprise_value,ebitda,fcf,pe,ps,pb,ev_ebitda,fcf_yield,net_margin,gross_margin,revenue_growth_yoy,earnings_growth_yoy,price_source,fundamental_source,status,comment
FSLR,0001274494,current,2025-09-30,USD,238.66,2026-01-09,107308141,2025-10-24,1400462000.0,5050625000.0,2022659000.0,1505715000.0,513004000.0,1626208000.0,1011687000.0,9015312000,554961000,1992173000,25610160931.0,24172948931.0,2018719000.0,614521000.0,18.2869,5.0707,2.8407,11.9744,0.023995,0.2773,0.4005,0.3116,0.122,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
NXT,0001852131,current,2025-09-26,USD,91.17,2026-01-09,151110031,2025-09-26,576121000.0,3373226000.0,1121176000.0,713118000.0,22674000.0,649370000.0,45753000.0,1985698000,,845342000,13776701526.0,12931359526.0,735792000.0,603617000.0,23.9129,4.0841,6.938,17.5747,0.043814,0.1708,0.3324,0.2037,0.1912,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
ENPH,0001463101,current,2025-09-30,USD,35.22,2026-01-09,130859709,2025-10-24,195580000.0,1512377000.0,733266000.0,189892000.0,80883000.0,256253000.0,38963000.0,995022000,1203548000,401880000,4608878951.0,5410546951.0,270775000.0,217290000.0,23.5652,3.0474,4.6319,19.9817,0.047146,0.1293,0.4848,0.2097,2.1845,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
SEDG,0001419612,current,2025-09-30,USD,32.89,2026-01-09,59800051,2025-11-01,-8948000.0,1045303000.0,9556000.0,-517036000.0,36080000.0,89437000.0,26432000.0,479760000,,439515000,1966823677.0,1527308677.0,-480956000.0,63005000.0,-219.806,1.8816,4.0996,-3.1756,0.032034,-0.0086,0.0091,0.0235,-0.9937,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
RUN,0001469367,current,2025-09-30,USD,18.09,2026-01-09,232041826,2025-11-03,-2467284000.0,2316656000.0,,-3479745000.0,126716000.0,-776747000.0,10157000.0,2983902000,14627043000,1155756000,4197636632.0,17668923632.0,-3353029000.0,-786904000.0,-1.7013,1.8119,1.4068,-5.2695,-0.187464,-1.065,,0.1379,5.4482,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
CSIQ,0001375877,current,,USD,19.38,2026-01-09,66954634,2024-12-31,,,,,,,,2815500000,4604849000,1701487000,1297580807.0,4200942807.0,,,,,,,,,,,,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,missing,no clean TTM net_income: no quarterly/YTD facts filed<=as_of (0 quarters); no clean TTM revenue: no quarterly/YTD facts filed<=as_of (0 quarters); price-based ratios suppressed: SEC entityType=other (foreign/ADR entity not in US-only price basket)
SHLS,0001831651,current,2025-09-30,USD,8.66,2026-01-09,167725000,2025-09-30,33270000.0,433993000.0,159778000.0,55464000.0,10879000.0,35142000.0,27410000.0,589640000,141750000,8589000,1452498500.0,1585659500.0,66343000.0,7732000.0,43.6579,3.3468,2.4634,23.9009,0.005323,0.0767,0.3682,0.0268,0.0115,Nasdaq historical API close,SEC EDGAR XBRL companyconcept TTM filed<=2026-01-10,ok,
BASKET_AVG,,current,2026-01-10,USD,,,,,,,,,,,,,,,,,,,23.73905,3.1971,3.47015,18.7782,0.032034,0.103,0.3682,0.1708,0.1566,Twelve Data latest close,current TTM basket median filed<=2026-01-10,aggregate,median over current company observations with valid values
